ふん	感動詞,*,*,*,*,*,ふん,フン,フン,s
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
とにかく	副詞,一般,*,*,*,*,とにかく,トニカク,トニカク,s
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
祭り	名詞,一般,*,*,*,*,祭り,マツリ,マツリ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
どっち	名詞,代名詞,一般,*,*,*,どっち,ドッチ,ドッチ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
祭り	動詞,自立,*,*,五段・ラ行,連用形,祭る,マツリ,マツリ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
祭り	名詞,一般,*,*,*,*,祭り,マツリ,マツリ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そうか	感動詞,*,*,*,*,*,そうか,ソウカ,ソーカ,i
そうか	感動詞,*,*,*,*,*,そうか,ソウカ,ソーカ,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほー	感動詞,*,*,*,*,*,ほー,ホー,ホー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
祭り	名詞,一般,*,*,*,*,祭り,マツリ,マツリ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
おう	感動詞,*,*,*,*,*,おう,オウ,オー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
地域	名詞,一般,*,*,*,*,地域,チイキ,チイキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
祭り	名詞,一般,*,*,*,*,祭り,マツリ,マツリ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
祭り	名詞,一般,*,*,*,*,祭り,マツリ,マツリ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
たこ焼き	名詞,一般,*,*,*,*,たこ焼き,タコヤキ,タコヤキ,i
買う	動詞,自立,*,*,五段・ワ行促音便,基本形,買う,カウ,カウ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そりゃあ	名詞,代名詞,縮約,*,*,*,それ＋は,ソリャア,ソリャー,s
、	記号,読点,*,*,*,*,、,、,、,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
当たり	動詞,自立,*,*,五段・ラ行,連用形,当たる,アタリ,アタリ,s
ばったり	副詞,一般,*,*,*,*,ばったり,バッタリ,バッタリ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
買え	動詞,自立,*,*,一段,未然形,買える,カエ,カエ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ちっちゃい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっちゃい,チッチャイ,チッチャイ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
、	記号,読点,*,*,*,*,、,、,、,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
りんご	名詞,一般,*,*,*,*,りんご,リンゴ,リンゴ,s
飴	名詞,一般,*,*,*,*,飴,アメ,アメ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
買い	名詞,一般,*,*,*,*,買い,カイ,カイ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
りんご	名詞,一般,*,*,*,*,りんご,リンゴ,リンゴ,i
飴	名詞,一般,*,*,*,*,飴,アメ,アメ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
美味しい	形容詞,自立,*,*,形容詞・イ段,基本形,美味しい,オイシイ,オイシイ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
うまい	形容詞,自立,*,*,形容詞・アウオ段,基本形,うまい,ウマイ,ウマイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちっちゃい	形容詞,自立,*,*,形容詞・イ段,基本形,ちっちゃい,チッチャイ,チッチャイ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
。	記号,句点,*,*,*,*,。,。,。,i
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
歳	名詞,一般,*,*,*,*,歳,トシ,トシ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
りんご	名詞,一般,*,*,*,*,りんご,リンゴ,リンゴ,s
飴	名詞,一般,*,*,*,*,飴,アメ,アメ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
りんご	名詞,一般,*,*,*,*,りんご,リンゴ,リンゴ,i
飴	名詞,一般,*,*,*,*,飴,アメ,アメ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
たこ焼き	名詞,一般,*,*,*,*,たこ焼き,タコヤキ,タコヤキ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
おお	感動詞,*,*,*,*,*,おお,オオ,オー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,i
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
教え	動詞,自立,*,*,一段,連用形,教える,オシエ,オシエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
もらっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
じゃあ	助詞,副助詞,*,*,*,*,じゃあ,ジャア,ジャー,i
いこ	動詞,自立,*,*,五段・カ行促音便,未然ウ接続,いく,イコ,イコ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
順番	名詞,一般,*,*,*,*,順番,ジュンバン,ジュンバン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
校舎	名詞,一般,*,*,*,*,校舎,コウシャ,コーシャ,s
はー	感動詞,*,*,*,*,*,はー,ハア,ハー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
木造	名詞,一般,*,*,*,*,木造,モクゾウ,モクゾー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほん	感動詞,*,*,*,*,*,ほん,ホン,ホン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ほん	感動詞,*,*,*,*,*,ほん,ホン,ホン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
校舎	名詞,一般,*,*,*,*,校舎,コウシャ,コーシャ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
個	名詞,接尾,助数詞,*,*,*,個,コ,コ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
三つ	名詞,一般,*,*,*,*,三つ,ミッツ,ミッツ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
学年	名詞,一般,*,*,*,*,学年,ガクネン,ガクネン,s
ごと	名詞,非自立,副詞可能,*,*,*,ごと,ゴト,ゴト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
校舎	名詞,一般,*,*,*,*,校舎,コウシャ,コーシャ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へえ	感動詞,*,*,*,*,*,へえ,ヘエ,ヘー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
楽し	形容詞,自立,*,*,形容詞・イ段,ガル接続,楽しい,タノシ,タノシ,i
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
テラス	名詞,一般,*,*,*,*,テラス,テラス,テラス,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
、	記号,読点,*,*,*,*,、,、,、,s
校舎	名詞,一般,*,*,*,*,校舎,コウシャ,コーシャ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほー	感動詞,*,*,*,*,*,ほー,ホー,ホー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
おしゃれ	名詞,形容動詞語幹,*,*,*,*,おしゃれ,オシャレ,オシャレ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
おお	感動詞,*,*,*,*,*,おお,オオ,オー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,s
階	名詞,接尾,助数詞,*,*,*,階,カイ,カイ,s
建て	名詞,接尾,一般,*,*,*,建て,ダテ,ダテ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おしゃれ	名詞,形容動詞語幹,*,*,*,*,おしゃれ,オシャレ,オシャレ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
テラス	名詞,一般,*,*,*,*,テラス,テラス,テラス,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
植物	名詞,一般,*,*,*,*,植物,ショクブツ,ショクブツ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほん	感動詞,*,*,*,*,*,ほん,ホン,ホン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
飼う	動詞,自立,*,*,五段・ワ行促音便,基本形,飼う,カウ,カウ,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
飼う	動詞,自立,*,*,五段・ワ行促音便,基本形,飼う,カウ,カウ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤ,ヤ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
育てる	動詞,自立,*,*,一段,基本形,育てる,ソダテル,ソダテル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
植物	名詞,一般,*,*,*,*,植物,ショクブツ,ショクブツ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
飼う	動詞,自立,*,*,五段・ワ行促音便,基本形,飼う,カウ,カウ,i
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,i
や	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤ,ヤ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
、	記号,読点,*,*,*,*,、,、,、,i
育てる	動詞,自立,*,*,一段,基本形,育てる,ソダテル,ソダテル,i
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
授業	名詞,サ変接続,*,*,*,*,授業,ジュギョウ,ジュギョー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
生活	名詞,サ変接続,*,*,*,*,生活,セイカツ,セイカツ,i
科	名詞,接尾,一般,*,*,*,科,カ,カ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ふーん	感動詞,*,*,*,*,*,ふーん,フーン,フーン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,i
三	名詞,数,*,*,*,*,三,サン,サン,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
はー	感動詞,*,*,*,*,*,はー,ハア,ハー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ちょうど	副詞,一般,*,*,*,*,ちょうど,チョウド,チョード,s
、	記号,読点,*,*,*,*,、,、,、,s
校舎	名詞,一般,*,*,*,*,校舎,コウシャ,コーシャ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
建て替え	動詞,自立,*,*,一段,連用形,建て替える,タテカエ,タテカエ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
