一本	名詞,固有名詞,地域,一般,*,*,一本,イッポン,イッポン,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
西脇	名詞,固有名詞,地域,一般,*,*,西脇,ニシワキ,ニシワキ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
高瀬	名詞,固有名詞,人名,姓,*,*,高瀬,タカセ,タカセ,i
と	助詞,並立助詞,*,*,*,*,と,ト,ト,i
岸	名詞,固有名詞,人名,姓,*,*,岸,キシ,キシ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
流行っ	動詞,自立,*,*,五段・ラ行,連用タ接続,流行る,ハヤッ,ハヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
辺	名詞,一般,*,*,*,*,辺,ヘン,ヘン,i
、	記号,読点,*,*,*,*,、,、,、,i
松	名詞,固有名詞,人名,姓,*,*,松,マツ,マツ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
辺	名詞,一般,*,*,*,*,辺,ヘン,ヘン,s
山	名詞,接尾,助数詞,*,*,*,山,ヤマ,ヤマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
さかいに	助詞,接続助詞,*,*,*,*,さかいに,サカイニ,サカイニ,s
、	記号,読点,*,*,*,*,、,、,、,s
山	名詞,一般,*,*,*,*,山,ヤマ,ヤマ,s
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
そっち	名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
そっち	名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
そら	名詞,代名詞・縮約形,*,*,*,*,それは,ソラ,ソラ,s
、	記号,読点,*,*,*,*,、,、,、,s
いろいろ	副詞,助詞類接続,*,*,*,*,いろいろ,イロイロ,イロイロ,s
と	助詞,副詞化,*,*,*,*,と,ト,ト,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
付けん	動詞,自立,*,*,一段撥音便,基本形,付ける,ツケン,ツケン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
親戚	名詞,一般,*,*,*,*,親戚,シンセキ,シンセキ,s
あたり	名詞,接尾,一般,*,*,*,あたり,アタリ,アタリ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
付け	動詞,自立,*,*,一段,連用形,付ける,ツケ,ツケ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
ちがう	感動詞,*,*,*,*,*,ちがう,チガウ,チガウ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
想像	名詞,サ変接続,*,*,*,*,想像,ソウゾウ,ソーゾー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
田舎	名詞,一般,*,*,*,*,田舎,イナカ,イナカ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
さかいに	助詞,接続助詞,*,*,*,*,さかいに,サカイニ,サカイニ,s
、	記号,読点,*,*,*,*,、,、,、,s
田舎	名詞,一般,*,*,*,*,田舎,イナカ,イナカ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあまあ	副詞,一般,*,*,*,*,まあまあ,マアマア,マーマー,s
、	記号,読点,*,*,*,*,、,、,、,s
縁組	名詞,一般,*,*,*,*,縁組,エングミ,エングミ,s
、	記号,読点,*,*,*,*,、,、,、,s
ようするに	副詞,一般,*,*,*,*,ようするに,ヨウスルニ,ヨースルニ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほとんど	副詞,一般,*,*,*,*,ほとんど,ホトンド,ホトンド,s
遠い	形容詞,自立,*,*,形容詞・アウオ段,基本形,遠い,トオイ,トーイ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
行か	動詞,自立,*,*,五段・カ行促音便,未然形,行く,イカ,イカ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
近く	名詞,副詞可能,*,*,*,*,近く,チカク,チカク,s
ばっかり	助詞,副助詞,*,*,*,*,ばっかり,バッカリ,バッカリ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
町内	名詞,一般,*,*,*,*,町内,チョウナイ,チョーナイ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
親戚	名詞,一般,*,*,*,*,親戚,シンセキ,シンセキ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ようけ	副詞,一般,*,*,*,*,よけい,ヨウケ,ヨーケ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
町	名詞,一般,*,*,*,*,町,マチ,マチ,s
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
村上	名詞,固有名詞,人名,姓,*,*,村上,ムラカミ,ムラカミ,s
ばっかり	助詞,副助詞,*,*,*,*,ばっかり,バッカリ,バッカリ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ぞ	助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
冨吉	名詞,固有名詞,人名,名,*,*,冨吉,トミキチ,トミキチ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
村上	名詞,固有名詞,人名,姓,*,*,村上,ムラカミ,ムラカミ,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
浅井	名詞,固有名詞,人名,姓,*,*,浅井,アサイ,アサイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんなら	接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
多可	名詞,固有名詞,地域,一般,*,*,多可,タカ,タカ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
増岡	名詞,固有名詞,人名,姓,*,*,増岡,マスオカ,マスオカ,s
、	記号,読点,*,*,*,*,、,、,、,s
松原	名詞,固有名詞,人名,姓,*,*,松原,マツバラ,マツバラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
片岡	名詞,固有名詞,人名,姓,*,*,片岡,カタオカ,カタオカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
同級生	名詞,一般,*,*,*,*,同級生,ドウキュウセイ,ドーキューセイ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
辺	名詞,一般,*,*,*,*,辺,ヘン,ヘン,i
出身	名詞,一般,*,*,*,*,出身,シュッシン,シュッシン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
片岡	名詞,固有名詞,人名,姓,*,*,片岡,カタオカ,カタオカ,i
君	名詞,接尾,人名,*,*,*,君,クン,クン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
増岡	名詞,固有名詞,人名,姓,*,*,増岡,マスオカ,マスオカ,i
君	名詞,接尾,人名,*,*,*,君,クン,クン,i
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
そない	副詞,一般,*,*,*,*,そない,ソナイ,ソナイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
苗字	名詞,一般,*,*,*,*,苗字,ミョウジ,ミョージ,s
つけ	動詞,自立,*,*,一段,連用形,つける,ツケ,ツケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
ちがう	動詞,自立,*,*,五段・ワ行促音便,基本形,ちがう,チガウ,チガウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ぞ	助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ,s
、	記号,読点,*,*,*,*,、,、,、,s
年寄	名詞,一般,*,*,*,*,年寄,トシヨリ,トシヨリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
橋本	名詞,固有名詞,人名,姓,*,*,橋本,ハシモト,ハシモト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
おじいさん	名詞,一般,*,*,*,*,おじいさん,オジイサン,オジーサン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
松原	名詞,固有名詞,人名,姓,*,*,松原,マツバラ,マツバラ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
松原	名詞,固有名詞,人名,姓,*,*,松原,マツバラ,マツバラ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
姓	名詞,一般,*,*,*,*,姓,セイ,セイ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
七	名詞,数,*,*,*,*,七,ナナ,ナナ,s
、	記号,読点,*,*,*,*,、,、,、,s
八	名詞,数,*,*,*,*,八,ハチ,ハチ,s
軒	名詞,接尾,助数詞,*,*,*,軒,ケン,ケン,s
ほど	助詞,副助詞,*,*,*,*,ほど,ホド,ホド,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
町内	名詞,一般,*,*,*,*,町内,チョウナイ,チョーナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんなら	接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
一軒	名詞,一般,*,*,*,*,一軒,イッケン,イッケン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
松原	名詞,固有名詞,人名,姓,*,*,松原,マツバラ,マツバラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
れい	名詞,固有名詞,人名,名,*,*,れい,レイ,レイ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
親	名詞,一般,*,*,*,*,親,オヤ,オヤ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
言い	動詞,自立,*,*,五段・ワ行促音便,連用形,言う,イイ,イー,s
よっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,よる,ヨッ,ヨッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
忘れ	動詞,自立,*,*,一段,連用形,忘れる,ワスレ,ワスレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
施し	名詞,一般,*,*,*,*,施し,施シ,施シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
施し	名詞,一般,*,*,*,*,施し,施シ,施シ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
助手	名詞,一般,*,*,*,*,助手,ジョシュ,ジョシュ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
奉公	名詞,サ変接続,*,*,*,*,奉公,ホウコウ,ホーコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あがっ	動詞,自立,*,*,五段・ラ行,連用タ接続,あがる,アガッ,アガッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
所謂	連体詞,*,*,*,*,*,所謂,イワユル,イワユル,s
、	記号,読点,*,*,*,*,、,、,、,s
大き	名詞,形容動詞語幹,*,*,*,*,大き,オオキ,オーキ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
家政婦	名詞,一般,*,*,*,*,家政婦,家政婦,家政婦,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
大きな	連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
、	記号,読点,*,*,*,*,、,、,、,s
いわゆる	連体詞,*,*,*,*,*,いわゆる,イワユル,イワユル,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
さされる	動詞,自立,*,*,一段,基本形,さされる,ササレル,ササレル,s
、	記号,読点,*,*,*,*,、,、,、,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
畑	名詞,一般,*,*,*,*,畑,ハタケ,ハタケ,s
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
子守	名詞,サ変接続,*,*,*,*,子守,コモリ,コモリ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
色んな	連体詞,*,*,*,*,*,色んな,イロンナ,イロンナ,s
事	名詞,一般,*,*,*,*,事,コト,コト,s
さされる	動詞,自立,*,*,一段,基本形,さされる,ササレル,ササレル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
施し	動詞,自立,*,*,五段・サ行,連用形,施す,ホドコシ,ホドコシ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
風	名詞,一般,*,*,*,*,風,カゼ,カゼ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
