お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
平成	名詞,固有名詞,一般,*,*,*,平成,ヘイセイ,ヘイセイ,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
、	記号,読点,*,*,*,*,、,、,、,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
五月	名詞,副詞可能,*,*,*,*,五月,ゴガツ,ゴガツ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
平成	名詞,固有名詞,一般,*,*,*,平成,ヘイセイ,ヘイセイ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
平成	名詞,固有名詞,一般,*,*,*,平成,ヘイセイ,ヘイセイ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
来年	名詞,副詞可能,*,*,*,*,来年,ライネン,ライネン,s
四月	名詞,副詞可能,*,*,*,*,四月,シガツ,シガツ,s
三十	名詞,数,*,*,*,*,三十,サンジュウ,サンジュー,s
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
終わり	動詞,自立,*,*,五段・ラ行,連用形,終わる,オワリ,オワリ,s
や	助詞,終助詞,*,*,*,*,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
五月	名詞,副詞可能,*,*,*,*,五月,ゴガツ,ゴガツ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
台帳	名詞,一般,*,*,*,*,台帳,ダイチョウ,ダイチョー,i
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
もう	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続・縮約形,もらう,モウ,モー,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
平成	名詞,固有名詞,一般,*,*,*,平成,ヘイセイ,ヘイセイ,i
三	名詞,数,*,*,*,*,三,サン,サン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
一	名詞,数,*,*,*,*,一,イチ,イチ,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
…	記号,一般,*,*,*,*,…,…,…,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そりゃ	接続詞,*,*,*,*,*,そりゃ,ソリャ,ソリャ,s
西暦	名詞,一般,*,*,*,*,西暦,セイレキ,セイレキ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
書か	動詞,自立,*,*,五段・カ行イ音便,未然形,書く,カカ,カカ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,i
和暦	名詞,一般,*,*,*,*,和暦,和暦,和暦,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
合わせ	動詞,自立,*,*,一段,未然形,合わせる,アワセ,アワセ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
不便	名詞,形容動詞語幹,*,*,*,*,不便,フベン,フベン,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
まー	フィラー,*,*,*,*,*,まー,マー,マー,i
いっかー	感動詞,*,*,*,*,*,いっかー,イッカー,イッカー,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いつ	名詞,代名詞,一般,*,*,*,いつ,イツ,イツ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
発表	名詞,サ変接続,*,*,*,*,発表,ハッピョウ,ハッピョー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
話し	動詞,自立,*,*,五段・サ行,連用形,話す,ハナシ,ハナシ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
二月	名詞,副詞可能,*,*,*,*,二月,ニガツ,ニガツ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
、	記号,読点,*,*,*,*,、,、,、,i
来年	名詞,副詞可能,*,*,*,*,来年,ライネン,ライネン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,i
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
、	記号,読点,*,*,*,*,、,、,、,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
無理	名詞,形容動詞語幹,*,*,*,*,無理,ムリ,ムリ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほな	接続詞,*,*,*,*,*,ほな,ホナ,ホナ,s
カレンダー	名詞,一般,*,*,*,*,カレンダー,カレンダー,カレンダー,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
作る	動詞,自立,*,*,五段・ラ行,基本形,作る,ツクル,ツクル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,s
やー	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤア,ヤー,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
はっ	動詞,非自立,*,*,五段・ラ行,連用タ接続,はる,ハッ,ハッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
こないだ	名詞,副詞可能,*,*,*,*,こないだ,コナイダ,コナイダ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
千	名詞,数,*,*,*,*,千,セン,セン,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
、	記号,読点,*,*,*,*,、,、,、,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
千	名詞,数,*,*,*,*,千,セン,セン,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
九	名詞,数,*,*,*,*,九,キュウ,キュー,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
皆	名詞,代名詞,一般,*,*,*,皆,ミナ,ミナ,s
西暦	名詞,一般,*,*,*,*,西暦,セイレキ,セイレキ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
くん	動詞,自立,*,*,五段・ラ行撥音便,基本形,くる,クン,クン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほな	接続詞,*,*,*,*,*,ほな,ホナ,ホナ,s
勘定	名詞,サ変接続,*,*,*,*,勘定,カンジョウ,カンジョー,s
せ	動詞,自立,*,*,サ変・スル,未然形,する,セ,セ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ややこしい	形容詞,自立,*,*,形容詞・イ段,基本形,ややこしい,ヤヤコシイ,ヤヤコシイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ちょい	副詞,助詞類接続,*,*,*,*,ちょい,チョイ,チョイ,i
早く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,早い,ハヤク,ハヤク,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ちょっと	副詞,一般,*,*,*,*,ちょっと,チョット,チョット,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
変わる	動詞,自立,*,*,五段・ラ行,基本形,変わる,カワル,カワル,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんなら	接続詞,*,*,*,*,*,ほんなら,ホンナラ,ホンナラ,s
カレンダー	名詞,一般,*,*,*,*,カレンダー,カレンダー,カレンダー,s
屋	名詞,接尾,一般,*,*,*,屋,ヤ,ヤ,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
かて	助詞,係助詞,*,*,*,*,かて,カテ,カテ,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
決まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,決まる,キマッ,キマッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
それだけ	副詞,助詞類接続,*,*,*,*,それだけ,ソレダケ,ソレダケ,s
ポーンと	副詞,一般,*,*,*,*,ポーンと,ポーント,ポーント,s
入れ	動詞,自立,*,*,一段,連用形,入れる,イレ,イレ,s
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とい	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続・縮約形,て＋おく,トイ,トイ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,i
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
刷っ	動詞,自立,*,*,五段・ラ行,連用タ接続,刷る,スッ,スッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
、	記号,読点,*,*,*,*,、,、,、,s
まー	フィラー,*,*,*,*,*,まー,マー,マー,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
天皇陛下	名詞,一般,*,*,*,*,天皇陛下,テンノウヘイカ,テンノーヘイカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
天皇	名詞,一般,*,*,*,*,天皇,テンノウ,テンノー,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
亡くなる	動詞,自立,*,*,五段・ラ行,基本形,亡くなる,ナクナル,ナクナル,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
元号	名詞,一般,*,*,*,*,元号,ゲンゴウ,ゲンゴー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
変わら	動詞,自立,*,*,五段・ラ行,未然形,変わる,カワラ,カワラ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
生前	名詞,副詞可能,*,*,*,*,生前,セイゼン,セイゼン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
退位	名詞,サ変接続,*,*,*,*,退位,タイイ,タイイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
生前	名詞,副詞可能,*,*,*,*,生前,セイゼン,セイゼン,i
退位	名詞,サ変接続,*,*,*,*,退位,タイイ,タイイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
のん	名詞,非自立,一般,*,*,*,のん,ノン,ノン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
それも	接続詞,*,*,*,*,*,それも,ソレモ,ソレモ,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
八	名詞,数,*,*,*,*,八,ハチ,ハチ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
なんぼ	副詞,助詞類接続,*,*,*,*,なんぼ,ナンボ,ナンボ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ものすごい	副詞,一般,*,*,*,*,ものすごい,モノスゴイ,モノスゴイ,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ものすごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ものすごい,モノスゴイ,モノスゴイ,s
ようけ	副詞,一般,*,*,*,*,よけい,ヨウケ,ヨーケ,s
公務	名詞,一般,*,*,*,*,公務,コウム,コーム,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,i
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
こなし	動詞,自立,*,*,五段・サ行,連用形,こなす,コナシ,コナシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いこ	動詞,非自立,*,*,五段・カ行促音便,未然ウ接続,いく,イコ,イコ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
思	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,思う,オモ,オモ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
年齢	名詞,一般,*,*,*,*,年齢,ネンレイ,ネンレイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
健康	名詞,形容動詞語幹,*,*,*,*,健康,ケンコウ,ケンコー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
さすが	副詞,一般,*,*,*,*,さすが,サスガ,サスガ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
