何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ドイツ	名詞,固有名詞,地域,一般,*,*,ドイツ,ドイツ,ドイツ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ジャガイモ	名詞,一般,*,*,*,*,ジャガイモ,ジャガイモ,ジャガイモ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
キャベツ	名詞,一般,*,*,*,*,キャベツ,キャベツ,キャベツ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
酢漬け	名詞,一般,*,*,*,*,酢漬け,スヅケ,スズケ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
イタリア	名詞,固有名詞,地域,一般,*,*,イタリア,イタリア,イタリア,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
イタリア	名詞,固有名詞,地域,一般,*,*,イタリア,イタリア,イタリア,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
食べ物	名詞,一般,*,*,*,*,食べ物,タベモノ,タベモノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
おいしかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,おいしい,オイシカッ,オイシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
フランス	名詞,固有名詞,地域,一般,*,*,フランス,フランス,フランス,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
クロワッサン	名詞,一般,*,*,*,*,クロワッサン,クロワッサン,クロワッサン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
おいしい	形容詞,自立,*,*,形容詞・イ段,基本形,おいしい,オイシイ,オイシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
フランス	名詞,固有名詞,地域,一般,*,*,フランス,フランス,フランス,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
パン	名詞,一般,*,*,*,*,パン,パン,パン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
おいしい	形容詞,自立,*,*,形容詞・イ段,基本形,おいしい,オイシイ,オイシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
だけど	接続詞,*,*,*,*,*,だけど,ダケド,ダケド,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
国民	名詞,一般,*,*,*,*,国民,コクミン,コクミン,s
性	名詞,接尾,一般,*,*,*,性,セイ,セイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
が	接続詞,*,*,*,*,*,が,ガ,ガ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
ドイツ	名詞,固有名詞,地域,一般,*,*,ドイツ,ドイツ,ドイツ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
日本人	名詞,一般,*,*,*,*,日本人,ニッポンジン,ニッポンジン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
私的	名詞,形容動詞語幹,*,*,*,*,私的,シテキ,シテキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
馴染み	動詞,自立,*,*,五段・マ行,連用形,馴染む,ナジミ,ナジミ,s
やすい	形容詞,非自立,*,*,形容詞・アウオ段,基本形,やすい,ヤスイ,ヤスイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
戦争	名詞,サ変接続,*,*,*,*,戦争,センソウ,センソー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
きっちり	副詞,助詞類接続,*,*,*,*,きっちり,キッチリ,キッチリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
合う	動詞,自立,*,*,五段・ワ行促音便,基本形,合う,アウ,アウ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
電車	名詞,一般,*,*,*,*,電車,デンシャ,デンシャ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ちゃんと	副詞,一般,*,*,*,*,ちゃんと,チャント,チャント,s
走る	動詞,自立,*,*,五段・ラ行,基本形,走る,ハシル,ハシル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
スペイン	名詞,固有名詞,地域,一般,*,*,スペイン,スペイン,スペイン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
イタリア	名詞,固有名詞,地域,一般,*,*,イタリア,イタリア,イタリア,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
電車	名詞,一般,*,*,*,*,電車,デンシャ,デンシャ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
時刻	名詞,一般,*,*,*,*,時刻,ジコク,ジコク,s
通り	名詞,接尾,助数詞,*,*,*,通り,トオリ,トーリ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まず	副詞,一般,*,*,*,*,まず,マズ,マズ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
遅れ	動詞,自立,*,*,一段,連用形,遅れる,オクレ,オクレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
せめて	副詞,一般,*,*,*,*,せめて,セメテ,セメテ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
車掌	名詞,一般,*,*,*,*,車掌,シャショウ,シャショー,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
いい加減	名詞,形容動詞語幹,*,*,*,*,いい加減,イイカゲン,イーカゲン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
時刻	名詞,一般,*,*,*,*,時刻,ジコク,ジコク,i
通り	名詞,接尾,助数詞,*,*,*,通り,トオリ,トーリ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
こお	動詞,自立,*,*,カ変・クル,未然形・長音化,くる,コオ,コー,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
時刻	名詞,副詞可能,*,*,*,*,時刻,ジコク,ジコク,s
通り	名詞,接尾,助数詞,*,*,*,通り,トオリ,トーリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
運行	名詞,サ変接続,*,*,*,*,運行,ウンコウ,ウンコー,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
無い	形容詞,自立,*,*,形容詞・アウオ段,基本形,無い,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
社員	名詞,一般,*,*,*,*,社員,シャイン,シャイン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
遅れる	動詞,自立,*,*,一段,基本形,遅れる,オクレル,オクレル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
責め	動詞,自立,*,*,一段,未然形,責める,セメ,セメ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
遅れ	動詞,自立,*,*,一段,連用形,遅れる,オクレ,オクレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
出発	名詞,サ変接続,*,*,*,*,出発,シュッパツ,シュッパツ,i
、	記号,読点,*,*,*,*,、,、,、,i
最も	副詞,一般,*,*,*,*,最も,モットモ,モットモ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
出発	名詞,サ変接続,*,*,*,*,出発,シュッパツ,シュッパツ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
遅れる	動詞,自立,*,*,一段,基本形,遅れる,オクレル,オクレル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
EOS
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
、	記号,読点,*,*,*,*,、,、,、,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
一日中	名詞,一般,*,*,*,*,一日中,イチニチジュウ,イチニチジュー,s
走っ	動詞,自立,*,*,五段・ラ行,連用タ接続,走る,ハシッ,ハシッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
遅れ	動詞,自立,*,*,一段,連用形,遅れる,オクレ,オクレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,i
、	記号,読点,*,*,*,*,、,、,、,i
毎日	名詞,副詞可能,*,*,*,*,毎日,マイニチ,マイニチ,i
遅れる	動詞,自立,*,*,一段,基本形,遅れる,オクレル,オクレル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
、	記号,読点,*,*,*,*,、,、,、,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
EOS
二	名詞,数,*,*,*,*,二,ニ,ニ,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
時間	名詞,接尾,助数詞,*,*,*,時間,ジカン,ジカン,s
遅れ	動詞,自立,*,*,一段,連用形,遅れる,オクレ,オクレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
平気	名詞,形容動詞語幹,*,*,*,*,平気,ヘイキ,ヘイキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
時刻	名詞,副詞可能,*,*,*,*,時刻,ジコク,ジコク,s
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
、	記号,読点,*,*,*,*,、,、,、,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
、	記号,読点,*,*,*,*,、,、,、,s
時刻	名詞,副詞可能,*,*,*,*,時刻,ジコク,ジコク,s
表	名詞,接尾,一般,*,*,*,表,ヒョウ,ヒョー,s
なんて	副詞,一般,*,*,*,*,なんて,ナンテ,ナンテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
日本	名詞,固有名詞,地域,一般,*,*,日本,ニッポン,ニッポン,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あんな	連体詞,*,*,*,*,*,あんな,アンナ,アンナ,s
しっかり	副詞,助詞類接続,*,*,*,*,しっかり,シッカリ,シッカリ,s
時刻	名詞,副詞可能,*,*,*,*,時刻,ジコク,ジコク,s
表	名詞,接尾,一般,*,*,*,表,ヒョウ,ヒョー,s
守る	動詞,自立,*,*,五段・ラ行,基本形,守る,マモル,マモル,s
国	名詞,一般,*,*,*,*,国,クニ,クニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
あー	フィラー,*,*,*,*,*,あー,アー,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
アフリカ	名詞,固有名詞,地域,一般,*,*,アフリカ,アフリカ,アフリカ,i
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
びっくり	名詞,サ変接続,*,*,*,*,びっくり,ビックリ,ビックリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,s
ごと	名詞,非自立,副詞可能,*,*,*,ごと,ゴト,ゴト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
電車	名詞,一般,*,*,*,*,電車,デンシャ,デンシャ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
きっちり	副詞,助詞類接続,*,*,*,*,きっちり,キッチリ,キッチリ,s
きっちり	副詞,助詞類接続,*,*,*,*,きっちり,キッチリ,キッチリ,s
時刻	名詞,副詞可能,*,*,*,*,時刻,ジコク,ジコク,s
