始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
外国	名詞,一般,*,*,*,*,外国,ガイコク,ガイコク,s
語	名詞,接尾,助数詞,*,*,*,語,ゴ,ゴ,s
学部	名詞,一般,*,*,*,*,学部,ガクブ,ガクブ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
語学	名詞,一般,*,*,*,*,語学,ゴガク,ゴガク,s
専攻	名詞,サ変接続,*,*,*,*,専攻,センコウ,センコー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,s
おら	動詞,自立,*,*,五段・ラ行,未然形,おる,オラ,オラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
仲良く	副詞,一般,*,*,*,*,仲良く,ナカヨク,ナカヨク,s
なれる	動詞,自立,*,*,一段,基本形,なれる,ナレル,ナレル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
不安	名詞,形容動詞語幹,*,*,*,*,不安,フアン,フアン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
昼休み	名詞,副詞可能,*,*,*,*,昼休み,ヒルヤスミ,ヒルヤスミ,s
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
食べよ	動詞,自立,*,*,一段,未然ウ接続,食べる,タベヨ,タベヨ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
最初	名詞,一般,*,*,*,*,最初,サイショ,サイショ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
週間	名詞,接尾,助数詞,*,*,*,週間,シュウカン,シューカン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
週間	名詞,接尾,助数詞,*,*,*,週間,シュウカン,シューカン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
毎日	名詞,副詞可能,*,*,*,*,毎日,マイニチ,マイニチ,s
ＬＩＮＥ	名詞,一般,*,*,*,*,ＬＩＮＥ,ＬＩＮＥ,ＬＩＮＥ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
塾	名詞,一般,*,*,*,*,塾,ジュク,ジュク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
お昼	名詞,一般,*,*,*,*,お昼,オヒル,オヒル,s
食べ	動詞,自立,*,*,一段,連用形,食べる,タベ,タベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そろそろ	副詞,助詞類接続,*,*,*,*,そろそろ,ソロソロ,ソロソロ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
作ら	動詞,自立,*,*,五段・ラ行,未然形,作る,ツクラ,ツクラ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
どんどん	副詞,助詞類接続,*,*,*,*,どんどん,ドンドン,ドンドン,s
輪	名詞,一般,*,*,*,*,輪,ワ,ワ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いく	動詞,非自立,*,*,五段・カ行促音便,基本形,いく,イク,イク,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
花子	名詞,固有名詞,人名,名,*,*,花子,ハナコ,ハナコ,i
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
輪	名詞,一般,*,*,*,*,輪,ワ,ワ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
受かっ	動詞,自立,*,*,五段・ラ行,連用タ接続,受かる,ウカッ,ウカッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
登校	名詞,サ変接続,*,*,*,*,登校,トウコウ,トーコー,s
日	名詞,接尾,一般,*,*,*,日,ビ,ビ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
栄養	名詞,一般,*,*,*,*,栄養,エイヨウ,エイヨー,s
学部	名詞,一般,*,*,*,*,学部,ガクブ,ガクブ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
調理	名詞,サ変接続,*,*,*,*,調理,チョウリ,チョーリ,s
実習	名詞,サ変接続,*,*,*,*,実習,ジッシュウ,ジッシュー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,s
班	名詞,一般,*,*,*,*,班,ハン,ハン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
仲	名詞,一般,*,*,*,*,仲,ナカ,ナカ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
成功	名詞,サ変接続,*,*,*,*,成功,セイコウ,セイコー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
共学	名詞,一般,*,*,*,*,共学,キョウガク,キョーガク,s
出身	名詞,一般,*,*,*,*,出身,シュッシン,シュッシン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
女子高	名詞,一般,*,*,*,*,女子高,ジョシコウ,ジョシコー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ノリ	名詞,一般,*,*,*,*,ノリ,ノリ,ノリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
しゃべっ	動詞,自立,*,*,五段・ラ行,連用タ接続,しゃべる,シャベッ,シャベッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれる	動詞,非自立,*,*,一段・クレル,基本形,くれる,クレル,クレル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
楽	名詞,サ変接続,*,*,*,*,楽,ラク,ラク,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ほか	名詞,副詞可能,*,*,*,*,ほか,ホカ,ホカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
共学	名詞,一般,*,*,*,*,共学,キョウガク,キョーガク,s
出身	名詞,一般,*,*,*,*,出身,シュッシン,シュッシン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
わかる	動詞,自立,*,*,五段・ラ行,基本形,わかる,ワカル,ワカル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どういう	連体詞,*,*,*,*,*,どういう,ドウイウ,ドーユウ,i
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
説明	名詞,サ変接続,*,*,*,*,説明,セツメイ,セツメイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
難しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,難しい,ムズカシク,ムズカシク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
感覚	名詞,一般,*,*,*,*,感覚,カンカク,カンカク,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
いろいろ	副詞,助詞類接続,*,*,*,*,いろいろ,イロイロ,イロイロ,s
しゃべっ	動詞,自立,*,*,五段・ラ行,連用タ接続,しゃべる,シャベッ,シャベッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
使う	動詞,自立,*,*,五段・ワ行促音便,基本形,使う,ツカウ,ツカウ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
ガツガツ	副詞,助詞類接続,*,*,*,*,ガツガツ,ガツガツ,ガツガツ,s
こう	動詞,自立,*,*,カ変・クル,未然形・長音化,くる,コウ,コー,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
感じ	動詞,自立,*,*,一段,連用形,感じる,カンジ,カンジ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
き	動詞,自立,*,*,一段,連用形,きる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
壁	名詞,一般,*,*,*,*,壁,カベ,カベ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
しゃべり	動詞,自立,*,*,五段・ラ行,連用形,しゃべる,シャベリ,シャベリ,s
づらかっ	形容詞,非自立,*,*,形容詞・アウオ段,連用タ接続,づらい,ヅラカッ,ズラカッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なかなか	副詞,助詞類接続,*,*,*,*,なかなか,ナカナカ,ナカナカ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
覚え	動詞,自立,*,*,一段,未然形,覚える,オボエ,オボエ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
へんく	助動詞,*,*,*,特殊・ナイ,連用テ接続,へん,ヘンク,ヘンク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
、	記号,読点,*,*,*,*,、,、,、,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
珍しい	形容詞,自立,*,*,形容詞・イ段,基本形,珍しい,メズラシイ,メズラシイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
髪の毛	名詞,一般,*,*,*,*,髪の毛,カミノケ,カミノケ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
色	名詞,一般,*,*,*,*,色,イロ,イロ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
毛	名詞,一般,*,*,*,*,毛,ケ,ケ,s
先	名詞,接尾,一般,*,*,*,先,サキ,サキ,s
赤	名詞,一般,*,*,*,*,赤,アカ,アカ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれる	動詞,非自立,*,*,一段・クレル,基本形,くれる,クレル,クレル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
しゃべっ	動詞,自立,*,*,五段・ラ行,連用タ接続,しゃべる,シャベッ,シャベッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
怖い	形容詞,自立,*,*,形容詞・アウオ段,基本形,怖い,コワイ,コワイ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
向こう	名詞,一般,*,*,*,*,向こう,ムコウ,ムコー,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
しゃべり	動詞,自立,*,*,五段・ラ行,連用形,しゃべる,シャベリ,シャベリ,s
かけ	動詞,非自立,*,*,一段,連用形,かける,カケ,カケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
覚える	動詞,自立,*,*,一段,基本形,覚える,オボエル,オボエル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
苦手	名詞,形容動詞語幹,*,*,*,*,苦手,ニガテ,ニガテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
っけ	助詞,終助詞,*,*,*,*,っけ,ッケ,ッケ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
ちゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちゃう,チャッ,チャッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,i
