緊張	名詞,サ変接続,*,*,*,*,緊張,キンチョウ,キンチョー,s
人気	名詞,一般,*,*,*,*,人気,ニンキ,ニンキ,i
学生	名詞,一般,*,*,*,*,学生,ガクセイ,ガクセイ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
見	動詞,自立,*,*,一段,未然形,見る,ミ,ミ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
とい	動詞,非自立,*,*,五段・カ行イ音便,連用タ接続・縮約形,て＋おく,トイ,トイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
写真	名詞,一般,*,*,*,*,写真,シャシン,シャシン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
、	記号,読点,*,*,*,*,、,、,、,i
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
恥ずかしい	形容詞,自立,*,*,形容詞・イ段,基本形,恥ずかしい,ハズカシイ,ハズカシイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やばい	形容詞,自立,*,*,形容詞・アウオ段,基本形,やばい,ヤバイ,ヤバイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
セヨン	名詞,固有名詞,人名,名,*,*,セヨン,セヨン,セヨン,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ,s
とこ	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続・縮約形,て＋おく,トコ,トコ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
、	記号,読点,*,*,*,*,、,、,、,s
セヨン	名詞,固有名詞,人名,名,*,*,セヨン,セヨン,セヨン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
やばい	形容詞,自立,*,*,形容詞・アウオ段,基本形,やばい,ヤバイ,ヤバイ,s
、	記号,読点,*,*,*,*,、,、,、,s
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
Apink	名詞,固有名詞,一般,*,*,*,Apink,Apink,Apink,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
申し訳	名詞,ナイ形容詞語幹,*,*,*,*,申し訳,モウシワケ,モーシワケ,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
、	記号,読点,*,*,*,*,、,、,、,i
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
、	記号,読点,*,*,*,*,、,、,、,i
ファン	名詞,一般,*,*,*,*,ファン,ファン,ファン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
殺さ	動詞,自立,*,*,五段・サ行,未然形,殺す,コロサ,コロサ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,i
せえ	動詞,自立,*,*,サ変・スル,未然形・長音化,する,セエ,セー,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
大丈夫	名詞,形容動詞語幹,*,*,*,*,大丈夫,ダイジョウブ,ダイジョーブ,s
ファン	名詞,一般,*,*,*,*,ファン,ファン,ファン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
とく	動詞,非自立,*,*,五段・カ行イ音便,基本形・縮約形,て＋おく,トク,トク,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
大丈夫	名詞,形容動詞語幹,*,*,*,*,大丈夫,ダイジョウブ,ダイジョーブ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
大丈夫	名詞,形容動詞語幹,*,*,*,*,大丈夫,ダイジョウブ,ダイジョーブ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
Apink	名詞,固有名詞,一般,*,*,*,Apink,Apink,Apink,i
だって	助詞,副助詞,*,*,*,*,だって,ダッテ,ダッテ,i
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
すげえ	感動詞,*,*,*,*,*,すげえ,スゲエ,スゲエ,s
、	記号,読点,*,*,*,*,、,、,、,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
しか	助詞,係助詞,*,*,*,*,しか,シカ,シカ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
、	記号,読点,*,*,*,*,、,、,、,i
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
、	記号,読点,*,*,*,*,、,、,、,i
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
、	記号,読点,*,*,*,*,、,、,、,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
だって	助詞,終助詞,*,*,*,*,だって,ダッテ,ダッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うそ	感動詞,*,*,*,*,*,うそ,ウソ,ウソ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,i
初めて	副詞,一般,*,*,*,*,初めて,ハジメテ,ハジメテ,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
すげえ	感動詞,*,*,*,*,*,すげえ,スゲエ,スゲエ,s
、	記号,読点,*,*,*,*,、,、,、,s
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
セヨン	名詞,固有名詞,人名,名,*,*,セヨン,セヨン,セヨン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
セヨン	名詞,固有名詞,人名,名,*,*,セヨン,セヨン,セヨン,s
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー,s
、	記号,読点,*,*,*,*,、,、,、,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
とく	動詞,非自立,*,*,五段・カ行イ音便,基本形・縮約形,て＋おく,トク,トク,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
4	名詞,数,*,*,*,*,*,*,*,s
限	名詞,接尾,助数詞,*,*,*,限,ゲン,ゲン,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
、	記号,読点,*,*,*,*,、,、,、,i
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
で	助詞,終助詞,*,*,*,*,で,デ,デ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いわ	動詞,自立,*,*,五段・ワ行促音便,未然形,いう,イワ,ユワ,i
れる	動詞,接尾,*,*,一段,基本形,れる,レル,レル,i
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,i
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
で	助詞,終助詞,*,*,*,*,で,デ,デ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
諦める	動詞,自立,*,*,一段,基本形,諦める,アキラメル,アキラメル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やめ	動詞,自立,*,*,一段,連用形,やめる,ヤメ,ヤメ,s
とこ	動詞,非自立,*,*,五段・カ行イ音便,未然ウ接続・縮約形,て＋おく,トコ,トコ,s
、	記号,読点,*,*,*,*,、,、,、,s
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
笑顔	名詞,一般,*,*,*,*,笑顔,エガオ,エガオ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
笑う	動詞,自立,*,*,五段・ワ行促音便,基本形,笑う,ワラウ,ワラウ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
録音	名詞,サ変接続,*,*,*,*,録音,ロクオン,ロクオン,i
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
恥ずかしい	形容詞,自立,*,*,形容詞・イ段,基本形,恥ずかしい,ハズカシイ,ハズカシイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そっか	感動詞,*,*,*,*,*,そっか,ソッカ,ソッカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
普段	名詞,副詞可能,*,*,*,*,普段,フダン,フダン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
面白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
普段	名詞,副詞可能,*,*,*,*,普段,フダン,フダン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
男	名詞,一般,*,*,*,*,男,オトコ,オトコ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	フィラー,*,*,*,*,*,その,ソノ,ソノ,s
、	名詞,数,*,*,*,*,、,、,、,s
女	名詞,一般,*,*,*,*,女,オンナ,オンナ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
なんとか	副詞,一般,*,*,*,*,なんとか,ナントカ,ナントカ,s
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
こんな	連体詞,*,*,*,*,*,こんな,コンナ,コンナ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
バン	副詞,助詞類接続,*,*,*,*,バン,バン,バン,s
バン	副詞,助詞類接続,*,*,*,*,バン,バン,バン,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
芸能人	名詞,一般,*,*,*,*,芸能人,ゲイノウジン,ゲイノージン,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
、	記号,読点,*,*,*,*,、,、,、,s
きれい	名詞,形容動詞語幹,*,*,*,*,きれい,キレイ,キレイ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
褒める	動詞,自立,*,*,一段,基本形,褒める,ホメル,ホメル,i
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うれしい	形容詞,自立,*,*,形容詞・イ段,基本形,うれしい,ウレシイ,ウレシイ,i
