出身	名詞,一般,*,*,*,*,出身,シュッシン,シュッシン,i
食べる	動詞,自立,*,*,一段,基本形,食べる,タベル,タベル,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
家	名詞,一般,*,*,*,*,家,イエ,イエ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
それとも	接続詞,*,*,*,*,*,それとも,ソレトモ,ソレトモ,i
、	記号,読点,*,*,*,*,、,、,、,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
伝統	名詞,一般,*,*,*,*,伝統,デントウ,デントー,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
によって	助詞,格助詞,連語,*,*,*,によって,ニヨッテ,ニヨッテ,s
おかず	名詞,一般,*,*,*,*,おかず,オカズ,オカズ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
赤飯	名詞,一般,*,*,*,*,赤飯,セキハン,セキハン,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
わかめ	名詞,一般,*,*,*,*,わかめ,ワカメ,ワカメ,s
スープ	名詞,一般,*,*,*,*,スープ,スープ,スープ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
定番	名詞,一般,*,*,*,*,定番,テイバン,テイバン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,i
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
趣味	名詞,一般,*,*,*,*,趣味,シュミ,シュミ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
趣味	名詞,一般,*,*,*,*,趣味,シュミ,シュミ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
本	名詞,一般,*,*,*,*,本,ホン,ホン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
買う	動詞,自立,*,*,五段・ワ行促音便,基本形,買う,カウ,カウ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
音楽	名詞,一般,*,*,*,*,音楽,オンガク,オンガク,s
聞く	動詞,自立,*,*,五段・カ行イ音便,基本形,聞く,キク,キク,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
ビーズ	名詞,一般,*,*,*,*,ビーズ,ビーズ,ビーズ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
アクセサリー	名詞,一般,*,*,*,*,アクセサリー,アクセサリー,アクセサリー,s
作っ	動詞,自立,*,*,五段・ラ行,連用タ接続,作る,ツクッ,ツクッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
趣味	名詞,一般,*,*,*,*,趣味,シュミ,シュミ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
本	名詞,一般,*,*,*,*,本,ホン,ホン,i
読む	動詞,自立,*,*,五段・マ行,基本形,読む,ヨム,ヨム,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
本	名詞,一般,*,*,*,*,本,ホン,ホン,s
読む	動詞,自立,*,*,五段・マ行,基本形,読む,ヨム,ヨム,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
買う	動詞,自立,*,*,五段・ワ行促音便,基本形,買う,カウ,カウ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
買う	動詞,自立,*,*,五段・ワ行促音便,基本形,買う,カウ,カウ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
買う	動詞,自立,*,*,五段・ワ行促音便,基本形,買う,カウ,カウ,i
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
買う	動詞,自立,*,*,五段・ワ行促音便,基本形,買う,カウ,カウ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
瞬間	名詞,副詞可能,*,*,*,*,瞬間,シュンカン,シュンカン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
気持ちよく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,気持ちよい,キモチヨク,キモチヨク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
気に入ら	動詞,自立,*,*,五段・ラ行,未然形,気に入る,キニイラ,キニイラ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
売っ	動詞,自立,*,*,五段・ラ行,連用タ接続,売る,ウッ,ウッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
読め	動詞,自立,*,*,一段,未然形,読める,ヨメ,ヨメ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
気に入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,気に入る,キニイッ,キニイッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
読む	動詞,自立,*,*,五段・マ行,基本形,読む,ヨム,ヨム,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
本	名詞,一般,*,*,*,*,本,ホン,ホン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
読み	動詞,自立,*,*,五段・マ行,連用形,読む,ヨミ,ヨミ,s
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
買う	動詞,自立,*,*,五段・ワ行促音便,基本形,買う,カウ,カウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
可愛い	形容詞,自立,*,*,形容詞・イ段,基本形,可愛い,カワイイ,カワイイ,s
本	名詞,一般,*,*,*,*,本,ホン,ホン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
きれい	名詞,形容動詞語幹,*,*,*,*,きれい,キレイ,キレイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
本	名詞,一般,*,*,*,*,本,ホン,ホン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
気に入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,気に入る,キニイッ,キニイッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
本	名詞,一般,*,*,*,*,本,ホン,ホン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
集める	動詞,自立,*,*,一段,基本形,集める,アツメル,アツメル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
冊	名詞,接尾,助数詞,*,*,*,冊,サツ,サツ,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
家	名詞,一般,*,*,*,*,家,イエ,イエ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
、	記号,読点,*,*,*,*,、,、,、,s
八	名詞,数,*,*,*,*,八,ハチ,ハチ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
冊	名詞,接尾,助数詞,*,*,*,冊,サツ,サツ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
気に入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,気に入る,キニイッ,キニイッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
読ん	動詞,自立,*,*,五段・マ行,連用タ接続,読む,ヨン,ヨン,i
だ	助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ,i
本	名詞,一般,*,*,*,*,本,ホン,ホン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
本	名詞,一般,*,*,*,*,本,ホン,ホン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
本屋	名詞,一般,*,*,*,*,本屋,ホンヤ,ホンヤ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
買う	動詞,自立,*,*,五段・ワ行促音便,基本形,買う,カウ,カウ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
音楽	名詞,一般,*,*,*,*,音楽,オンガク,オンガク,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
音楽	名詞,一般,*,*,*,*,音楽,オンガク,オンガク,i
聞く	動詞,自立,*,*,五段・カ行イ音便,基本形,聞く,キク,キク,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
音楽	名詞,一般,*,*,*,*,音楽,オンガク,オンガク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
クラシック	名詞,形容動詞語幹,*,*,*,*,クラシック,クラシック,クラシック,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
K-POP	名詞,一般,*,*,*,*,K-POP,K-POP,K-POP,s
聞く	動詞,自立,*,*,五段・カ行イ音便,基本形,聞く,キク,キク,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
K-POP	名詞,一般,*,*,*,*,K-POP,K-POP,K-POP,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,i
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
音楽	名詞,一般,*,*,*,*,音楽,オンガク,オンガク,i
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,i
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
タイトル	名詞,一般,*,*,*,*,タイトル,タイトル,タイトル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
い	動詞,自立,*,*,一段,未然形,いる,イ,イ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,s
ばかり	助詞,副助詞,*,*,*,*,ばかり,バカリ,バカリ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
