木村	名詞,固有名詞,人名,姓,*,*,木村,キムラ,キムラ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
驚愕	名詞,サ変接続,*,*,*,*,驚愕,キョウガク,キョーガク,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
驚愕	名詞,サ変接続,*,*,*,*,驚愕,キョウガク,キョーガク,s
ってか	接続詞,*,*,*,*,*,ってか,ッテカ,ッテカ,s
びっくり	名詞,サ変接続,*,*,*,*,びっくり,ビックリ,ビックリ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
せえ	動詞,自立,*,*,サ変・スル,未然形・長音化,する,セエ,セー,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,i
実際	副詞,助詞類接続,*,*,*,*,実際,ジッサイ,ジッサイ,i
結婚	名詞,サ変接続,*,*,*,*,結婚,ケッコン,ケッコン,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
でー	助詞,終助詞,*,*,*,*,で,デー,デー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
計算	名詞,サ変接続,*,*,*,*,計算,ケイサン,ケイサン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
よる	動詞,自立,*,*,五段・ラ行,基本形,よる,ヨル,ヨル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,s
ねえ	助詞,終助詞,*,*,*,*,ねえ,ネエ,ネー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,s
か月	名詞,接尾,助数詞,*,*,*,か月,カゲツ,カゲツ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
三組	名詞,一般,*,*,*,*,三組,ミツグミ,ミツグミ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
退社	名詞,サ変接続,*,*,*,*,退社,タイシャ,タイシャ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
寿	名詞,一般,*,*,*,*,寿,コトブキ,コトブキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
退会	名詞,サ変接続,*,*,*,*,退会,タイカイ,タイカイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だんだん	副詞,助詞類接続,*,*,*,*,だんだん,ダンダン,ダンダン,s
多く	副詞,助詞類接続,*,*,*,*,多く,オオク,オーク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
最初	名詞,副詞可能,*,*,*,*,最初,サイショ,サイショ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
頃	名詞,非自立,副詞可能,*,*,*,頃,コロ,コロ,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
人数	名詞,一般,*,*,*,*,人数,ニンズウ,ニンズー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
増え	動詞,自立,*,*,一段,連用形,増える,フエ,フエ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
会員	名詞,一般,*,*,*,*,会員,カイイン,カイイン,s
数	名詞,接尾,助数詞,*,*,*,数,スウ,スー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
けど	接続詞,*,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
入会	名詞,サ変接続,*,*,*,*,入会,ニュウカイ,ニューカイ,s
数	名詞,接尾,助数詞,*,*,*,数,スウ,スー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
か月	名詞,接尾,助数詞,*,*,*,か月,カゲツ,カゲツ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
やから	接続詞,*,*,*,*,*,やから,ヤカラ,ヤカラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
割合	名詞,一般,*,*,*,*,割合,ワリアイ,ワリアイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
儲かっ	動詞,自立,*,*,五段・ラ行,連用タ接続,儲かる,モウカッ,モーカッ,i
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
儲かる	動詞,自立,*,*,五段・ラ行,基本形,儲かる,モウカル,モーカル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
社員	名詞,一般,*,*,*,*,社員,シャイン,シャイン,s
旅行	名詞,サ変接続,*,*,*,*,旅行,リョコウ,リョコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
月	名詞,一般,*,*,*,*,月,ツキ,ツキ,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
億	名詞,接尾,助数詞,*,*,*,億,オク,オク,s
かせい	動詞,自立,*,*,五段・ガ行,連用タ接続,かせぐ,カセイ,カセイ,s
、	記号,読点,*,*,*,*,、,、,、,s
え	感動詞,*,*,*,*,*,え,エ,エ,s
、	記号,読点,*,*,*,*,、,、,、,s
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
億	名詞,接尾,助数詞,*,*,*,億,オク,オク,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
千万	名詞,一般,*,*,*,*,千万,センバン,センバン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
びっくり	名詞,サ変接続,*,*,*,*,びっくり,ビックリ,ビックリ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
EOS
二	名詞,数,*,*,*,*,二,ニ,ニ,s
億	名詞,接尾,助数詞,*,*,*,億,オク,オク,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
千万	名詞,一般,*,*,*,*,千万,センバン,センバン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
しかも	接続詞,*,*,*,*,*,しかも,シカモ,シカモ,i
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,i
、	記号,読点,*,*,*,*,、,、,、,i
大体	副詞,一般,*,*,*,*,大体,ダイタイ,ダイタイ,i
人件	名詞,一般,*,*,*,*,人件,ジンケン,ジンケン,i
費	名詞,接尾,一般,*,*,*,費,ヒ,ヒ,i
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
かかれ	動詞,非自立,*,*,五段・ラ行,未然形・母音調和,かかる,カカレ,カカレ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
かから	動詞,自立,*,*,五段・ラ行,未然形,かかる,カカラ,カカラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
パソコン	名詞,一般,*,*,*,*,パソコン,パソコン,パソコン,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
台	名詞,接尾,助数詞,*,*,*,台,ダイ,ダイ,s
あれ	動詞,自立,*,*,五段・ラ行,仮定形,ある,アレ,アレ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
極端	名詞,一般,*,*,*,*,極端,キョクタン,キョクタン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
言え	動詞,自立,*,*,五段・ワ行促音便,仮定形,言う,イエ,イエ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
広告	名詞,サ変接続,*,*,*,*,広告,コウコク,コーコク,i
せ	動詞,自立,*,*,サ変・スル,未然形特殊,する,セ,セ,i
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,i
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
広告	名詞,サ変接続,*,*,*,*,広告,コウコク,コーコク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
媒体	名詞,一般,*,*,*,*,媒体,バイタイ,バイタイ,s
費	名詞,接尾,一般,*,*,*,費,ヒ,ヒ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
高い	形容詞,自立,*,*,形容詞・アウオ段,基本形,高い,タカイ,タカイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
競合	名詞,サ変接続,*,*,*,*,競合,キョウゴウ,キョーゴー,i
社	名詞,接尾,助数詞,*,*,*,社,シャ,シャ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
競合	名詞,サ変接続,*,*,*,*,競合,キョウゴウ,キョーゴー,i
社	名詞,接尾,助数詞,*,*,*,社,シャ,シャ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
競合	名詞,サ変接続,*,*,*,*,競合,キョウゴウ,キョーゴー,s
社	名詞,接尾,助数詞,*,*,*,社,シャ,シャ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
、	記号,読点,*,*,*,*,、,、,、,i
同じ	連体詞,*,*,*,*,*,同じ,オナジ,オナジ,i
業種	名詞,一般,*,*,*,*,業種,ギョウシュ,ギョーシュ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
こいつ	名詞,一般,*,*,*,*,こいつ,コイツ,コイツ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
敵	名詞,一般,*,*,*,*,敵,テキ,テキ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
敵	名詞,一般,*,*,*,*,敵,テキ,テキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
さっき	名詞,副詞可能,*,*,*,*,さっき,サッキ,サッキ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
申し込ん	動詞,自立,*,*,五段・マ行,連用タ接続,申し込む,モウシコン,モーシコン,s
だら	助動詞,*,*,*,特殊・タ,仮定形,だ,ダラ,ダラ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
多かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,多い,オオカッ,オーカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
資料	名詞,一般,*,*,*,*,資料,シリョウ,シリョー,s
請求	名詞,サ変接続,*,*,*,*,請求,セイキュウ,セイキュー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
営業	名詞,サ変接続,*,*,*,*,営業,エイギョウ,エイギョー,s
かけ	動詞,自立,*,*,一段,連用形,かける,カケ,カケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
にもかかわらず	接続詞,*,*,*,*,*,にもかかわらず,ニモカカワラズ,ニモカカワラズ,s
、	記号,読点,*,*,*,*,、,、,、,s
よそ	名詞,代名詞,一般,*,*,*,よそ,ヨソ,ヨソ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
わあ	助詞,終助詞,*,*,*,*,わ,ワア,ワー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
男	名詞,一般,*,*,*,*,男,オトコ,オトコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
会員	名詞,一般,*,*,*,*,会員,カイイン,カイイン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
申込み	動詞,自立,*,*,五段・マ行,連用形,申込む,モウシコミ,モーシコミ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,s
受け	動詞,自立,*,*,一段,連用形,受ける,ウケ,ウケ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
