普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なあなあ	名詞,一般,*,*,*,*,なあなあ,ナアナア,ナーナー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
バレー	名詞,一般,*,*,*,*,バレー,バレー,バレー,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
しゃあなし	形容詞,自立,*,*,形容詞・アウオ段,文語基本形,しゃあない,シャアナシ,シャーナシ,s
、	記号,読点,*,*,*,*,、,、,、,s
バレー	名詞,一般,*,*,*,*,バレー,バレー,バレー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんでも	接続詞,*,*,*,*,*,ほんでも,ホンデモ,ホンデモ,s
なんやかんや	副詞,助詞類接続,*,*,*,*,なんやかんや,ナンヤカンヤ,ナンヤカンヤ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
バレー	名詞,一般,*,*,*,*,バレー,バレー,バレー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
背	名詞,一般,*,*,*,*,背,セ,セ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
高かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,高い,タカカッ,タカカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
かて	助詞,係助詞,*,*,*,*,かて,カテ,カテ,s
県	名詞,一般,*,*,*,*,県,ケン,ケン,s
、	記号,読点,*,*,*,*,、,、,、,s
最終	名詞,一般,*,*,*,*,最終,サイシュウ,サイシュー,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
三位	名詞,一般,*,*,*,*,三位,サンミ,サンミ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
県	名詞,一般,*,*,*,*,県,ケン,ケン,s
三	名詞,数,*,*,*,*,三,サン,サン,s
位	名詞,接尾,助数詞,*,*,*,位,イ,イ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
忘れ	動詞,自立,*,*,一段,未然形,忘れる,ワスレ,ワスレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
県	名詞,一般,*,*,*,*,県,ケン,ケン,s
三位	名詞,一般,*,*,*,*,三位,サンミ,サンミ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
点	名詞,接尾,助数詞,*,*,*,点,テン,テン,s
マッチ	名詞,サ変接続,*,*,*,*,マッチ,マッチ,マッチ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
セット	名詞,接尾,助数詞,*,*,*,セット,セット,セット,s
先	名詞,接尾,一般,*,*,*,先,サキ,サキ,s
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,s
と	動詞,非自立,*,*,五段・ラ行ウ音便,連用タ接続・縮約形,て＋おる,ト,ト,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
対	名詞,接尾,助数詞,*,*,*,対,ツイ,ツイ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
なおかつ	副詞,一般,*,*,*,*,なおかつ,ナオカツ,ナオカツ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
対	名詞,接続詞的,*,*,*,*,対,タイ,タイ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
、	記号,読点,*,*,*,*,、,、,、,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
対	名詞,接続詞的,*,*,*,*,対,タイ,タイ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
デュース	名詞,一般,*,*,*,*,デュース,デュース,デュース,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
続い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,続く,ツヅイ,ツズイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
勝っ	動詞,自立,*,*,五段・タ行,連用タ接続,勝つ,カッ,カッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
近畿	名詞,固有名詞,地域,一般,*,*,近畿,キンキ,キンキ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
忘れ	動詞,自立,*,*,一段,未然形,忘れる,ワスレ,ワスレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
勝てる	動詞,自立,*,*,一段,基本形,勝てる,カテル,カテル,s
勝てる	動詞,自立,*,*,一段,基本形,勝てる,カテル,カテル,s
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,s
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
誰か	名詞,一般,*,*,*,*,誰か,ダレカ,ダレカ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
サーブ	名詞,サ変接続,*,*,*,*,サーブ,サーブ,サーブ,s
ミス	名詞,サ変接続,*,*,*,*,ミス,ミス,ミス,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
負け	動詞,自立,*,*,一段,連用形,負ける,マケ,マケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続・縮約形,しまう,モ,モ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
県	名詞,一般,*,*,*,*,県,ケン,ケン,s
三位	名詞,一般,*,*,*,*,三位,サンミ,サンミ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
三	名詞,数,*,*,*,*,三,サン,サン,i
位	名詞,接尾,助数詞,*,*,*,位,イ,イ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
三	名詞,数,*,*,*,*,三,サン,サン,s
位	名詞,接尾,助数詞,*,*,*,位,イ,イ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
大会	名詞,一般,*,*,*,*,大会,タイカイ,タイカイ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
最後	名詞,一般,*,*,*,*,最後,サイゴ,サイゴ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
総体	名詞,一般,*,*,*,*,総体,ソウタイ,ソータイ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
強かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,強い,ツヨカッ,ツヨカッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
なめ	動詞,自立,*,*,一段,連用形,なめる,ナメ,ナメ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
回戦	名詞,接尾,助数詞,*,*,*,回戦,カイセン,カイセン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
回戦	名詞,接尾,助数詞,*,*,*,回戦,カイセン,カイセン,s
目	名詞,非自立,一般,*,*,*,目,メ,メ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
もうすぐ	副詞,一般,*,*,*,*,もうすぐ,モウスグ,モースグ,s
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
始まる	動詞,自立,*,*,五段・ラ行,基本形,始まる,ハジマル,ハジマル,s
ぞ	助詞,終助詞,*,*,*,*,ぞ,ゾ,ゾ,s
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
キャプテン	名詞,一般,*,*,*,*,キャプテン,キャプテン,キャプテン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
悪かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,悪い,ワルカッ,ワルカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
アップ	名詞,サ変接続,*,*,*,*,アップ,アップ,アップ,s
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
せ	動詞,自立,*,*,サ変・スル,未然形,する,セ,セ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
なめ	動詞,自立,*,*,一段,連用形,なめる,ナメ,ナメ,s
とう	助動詞,*,*,*,特殊・タ,基本形,とう,トウ,トー,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
相手	名詞,一般,*,*,*,*,相手,アイテ,アイテ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あんな	連体詞,*,*,*,*,*,あんな,アンナ,アンナ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
、	記号,読点,*,*,*,*,、,、,、,s
あんな	連体詞,*,*,*,*,*,あんな,アンナ,アンナ,s
弱い	形容詞,自立,*,*,形容詞・アウオ段,基本形,弱い,ヨワイ,ヨワイ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
楽勝	名詞,サ変接続,*,*,*,*,楽勝,ラクショウ,ラクショー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
いう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
気	名詞,一般,*,*,*,*,気,キ,キ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
おる	動詞,自立,*,*,五段・ラ行,基本形,おる,オル,オル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,s
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ,s
直前	名詞,副詞可能,*,*,*,*,直前,チョクゼン,チョクゼン,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
ぐーたらぐーたら	副詞,一般,*,*,*,*,ぐーたらぐーたら,グータラグータラ,グータラグータラ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
アップ	名詞,サ変接続,*,*,*,*,アップ,アップ,アップ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
せ	動詞,自立,*,*,サ変・スル,未然形,する,セ,セ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
走り	名詞,一般,*,*,*,*,走り,ハシリ,ハシリ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
せ	動詞,自立,*,*,サ変・スル,未然形,する,セ,セ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
いきなり	副詞,助詞類接続,*,*,*,*,いきなり,イキナリ,イキナリ,s
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
こっちゃ	名詞,非自立・縮約形,一般,*,*,*,ことや,コッチャ,コッチャ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
身体	名詞,一般,*,*,*,*,身体,カラダ,カラダ,s
動か	動詞,自立,*,*,五段・カ行イ音便,未然形,動く,ウゴカ,ウゴカ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ん	感動詞,*,*,*,*,*,ん,ン,ン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
意外と	副詞,一般,*,*,*,*,意外と,イガイト,イガイト,s
向こう	名詞,一般,*,*,*,*,向こう,ムコウ,ムコー,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
強かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,強い,ツヨカッ,ツヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んなら	接続詞,*,*,*,*,*,んなら,ンナラ,ンナラ,s
負け	動詞,自立,*,*,一段,連用形,負ける,マケ,マケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続・縮約形,しまう,モ,モ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
せ	動詞,自立,*,*,サ変・スル,未然形,する,セ,セ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,s
