ほんで	接続詞,*,*,*,*,*,ほんで,ホンデ,ホンデ,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
店	名詞,一般,*,*,*,*,店,ミセ,ミセ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
お腹	名詞,一般,*,*,*,*,お腹,オナカ,オナカ,i
空い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,空く,スイ,スイ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
お腹	名詞,一般,*,*,*,*,お腹,オナカ,オナカ,s
空い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,空く,スイ,スイ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,s
待ち	動詞,自立,*,*,五段・タ行,連用形,待つ,マチ,マチ,s
きれ	動詞,非自立,*,*,五段・ラ行,未然形・母音調和,きる,キレ,キレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
可愛い	形容詞,自立,*,*,形容詞・イ段,基本形,可愛い,カワイイ,カワイイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
さっき	名詞,副詞可能,*,*,*,*,さっき,サッキ,サッキ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
ほう	名詞,非自立,一般,*,*,*,ほう,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ほんと	名詞,形容動詞語幹,*,*,*,*,ほんと,ホント,ホント,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
ひらひら	副詞,一般,*,*,*,*,ひらひら,ヒラヒラ,ヒラヒラ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
すぎ	動詞,非自立,*,*,一段,連用形,すぎる,スギ,スギ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
こないだ	名詞,副詞可能・縮約形,*,*,*,*,この間,コナイダ,コナイダ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
大阪	名詞,固有名詞,地域,一般,*,*,大阪,オオサカ,オーサカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
服	名詞,一般,*,*,*,*,服,フク,フク,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
しまっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
声	名詞,一般,*,*,*,*,声,コエ,コエ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
一体	副詞,一般,*,*,*,*,一体,イッタイ,イッタイ,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
、	記号,読点,*,*,*,*,、,、,、,i
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
まぁ	副詞,一般,*,*,*,*,まあ,マア,マー,i
とにかく	副詞,一般,*,*,*,*,とにかく,トニカク,トニカク,i
、	記号,読点,*,*,*,*,、,、,、,i
パソコン	名詞,一般,*,*,*,*,パソコン,パソコン,パソコン,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
打ち込む	動詞,自立,*,*,五段・マ行,基本形,打ち込む,ウチコム,ウチコム,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,i
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
声	名詞,一般,*,*,*,*,声,コエ,コエ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
聞こえ	動詞,自立,*,*,一段,連用形,聞こえる,キコエ,キコエ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
踊ら	動詞,自立,*,*,五段・ラ行,未然形,踊る,オドラ,オドラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
踊ら	動詞,自立,*,*,五段・ラ行,未然形,踊る,オドラ,オドラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
で	助詞,接続助詞,*,*,*,*,で,デ,デ,i
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
こういう	連体詞,*,*,*,*,*,こういう,コウイウ,コーユウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
聴く	動詞,自立,*,*,五段・カ行イ音便,基本形,聴く,キク,キク,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
踊り	動詞,自立,*,*,五段・ラ行,連用形,踊る,オドリ,オドリ,s
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
ファンキー	名詞,形容動詞語幹,*,*,*,*,ファンキー,ファンキー,ファンキー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
可愛い	形容詞,自立,*,*,形容詞・イ段,基本形,可愛い,カワイイ,カワイイ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
可愛い	形容詞,自立,*,*,形容詞・イ段,基本形,可愛い,カワイイ,カワイイ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
マイ	名詞,固有名詞,人名,名,*,*,マイ,マイ,マイ,i
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
、	記号,読点,*,*,*,*,、,、,、,i
こういう	連体詞,*,*,*,*,*,こういう,コウイウ,コーユウ,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
と	助詞,接続助詞,*,*,*,*,と,ト,ト,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
肩	名詞,一般,*,*,*,*,肩,カタ,カタ,i
出す	動詞,自立,*,*,五段・サ行,基本形,出す,ダス,ダス,i
服	名詞,一般,*,*,*,*,服,フク,フク,i
き	動詞,自立,*,*,一段,連用形,きる,キ,キ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,i
すぎ	動詞,非自立,*,*,一段,連用形,すぎる,スギ,スギ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
しまう	動詞,非自立,*,*,五段・ワ行促音便,基本形,しまう,シマウ,シマウ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
空き	動詞,自立,*,*,五段・カ行イ音便,連用形,空く,スキ,スキ,i
空き	動詞,自立,*,*,五段・カ行イ音便,連用形,空く,スキ,スキ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
、	記号,読点,*,*,*,*,、,、,、,i
大丈夫	名詞,形容動詞語幹,*,*,*,*,大丈夫,ダイジョウブ,ダイジョーブ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なぁ	助詞,終助詞,*,*,*,*,なぁ,ナァ,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
店	名詞,一般,*,*,*,*,店,ミセ,ミセ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
雰囲気	名詞,一般,*,*,*,*,雰囲気,フンイキ,フンイキ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
てか	接続詞,*,*,*,*,*,てか,テカ,テカ,i
、	記号,読点,*,*,*,*,、,、,、,i
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
世代	名詞,一般,*,*,*,*,世代,セダイ,セダイ,i
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
よく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク,i
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
タイム	名詞,一般,*,*,*,*,タイム,タイム,タイム,s
セール	名詞,一般,*,*,*,*,セール,セール,セール,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
マイ	名詞,固有名詞,人名,名,*,*,マイ,マイ,マイ,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
短い	形容詞,自立,*,*,形容詞・アウオ段,基本形,短い,ミジカイ,ミジカイ,i
スカート	名詞,一般,*,*,*,*,スカート,スカート,スカート,i
欲しい	形容詞,自立,*,*,形容詞・イ段,基本形,欲しい,ホシイ,ホシイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
デニム	名詞,一般,*,*,*,*,デニム,デニム,デニム,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
スカート	名詞,一般,*,*,*,*,スカート,スカート,スカート,i
、	記号,読点,*,*,*,*,、,、,、,i
こいつ	名詞,一般,*,*,*,*,こいつ,コイツ,コイツ,i
長	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,長い,ナガ,ナガ,i
すぎ	動詞,自立,*,*,一段,連用形,すぎる,スギ,スギ,i
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
へん	名詞,一般,*,*,*,*,へん,ヘン,ヘン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
欲しい	形容詞,自立,*,*,形容詞・イ段,基本形,欲しい,ホシイ,ホシイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
タイム	名詞,一般,*,*,*,*,タイム,タイム,タイム,s
セール	名詞,一般,*,*,*,*,セール,セール,セール,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
買わ	動詞,自立,*,*,五段・ワ行促音便,未然形,買う,カワ,カワ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
、	記号,読点,*,*,*,*,、,、,、,s
なぁ	助詞,終助詞,*,*,*,*,なぁ,ナァ,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
取材	名詞,サ変接続,*,*,*,*,取材,シュザイ,シュザイ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,i
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
スカート	名詞,一般,*,*,*,*,スカート,スカート,スカート,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
マイ	名詞,固有名詞,人名,名,*,*,マイ,マイ,マイ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
ズボン	名詞,一般,*,*,*,*,ズボン,ズボン,ズボン,i
履き	動詞,自立,*,*,五段・カ行イ音便,連用形,履く,ハキ,ハキ,i
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
おもしろかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,おもしろい,オモシロカッ,オモシロカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
、	記号,読点,*,*,*,*,、,、,、,i
こないだ	名詞,副詞可能・縮約形,*,*,*,*,この間,コナイダ,コナイダ,i
履い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,履く,ハイ,ハイ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
履い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,履く,ハイ,ハイ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
長い	形容詞,自立,*,*,形容詞・アウオ段,基本形,長い,ナガイ,ナガイ,i
長い	形容詞,自立,*,*,形容詞・アウオ段,基本形,長い,ナガイ,ナガイ,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
短い	形容詞,自立,*,*,形容詞・アウオ段,基本形,短い,ミジカイ,ミジカイ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
みいこ	名詞,固有名詞,人名,名,*,*,みいこ,ミイコ,ミイコ,s
ヘップ	名詞,固有名詞,一般,*,*,*,ヘップ,ヘップ,ヘップ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
買っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,買う,カッ,カッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
長い	形容詞,自立,*,*,形容詞・アウオ段,基本形,長い,ナガイ,ナガイ,s
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
チャック	名詞,一般,*,*,*,*,チャック,チャック,チャック,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おかしい	形容詞,自立,*,*,形容詞・イ段,基本形,おかしい,オカシイ,オカシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
送り返す	動詞,自立,*,*,五段・サ行,基本形,送り返す,オクリカエス,オクリカエス,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
まだ	副詞,助詞類接続,*,*,*,*,まだ,マダ,マダ,s
