名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
面	名詞,一般,*,*,*,*,面,メン,メン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
回生	名詞,接尾,助数詞,*,*,*,回生,カイセイ,カイセイ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
凄く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,凄い,スゴク,スゴク,s
強く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,強い,ツヨク,ツヨク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あんまし	副詞,助詞類接続,*,*,*,*,あんまし,アンマシ,アンマシ,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
終電	名詞,一般,*,*,*,*,終電,シュウデン,シューデン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
無い	助動詞,*,*,*,形容詞・イ段,基本形,無い,ナイ,ナイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
成績	名詞,一般,*,*,*,*,成績,セイセキ,セイセキ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
そんなに	副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ,s
良く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,良い,ヨク,ヨク,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
回生	名詞,接尾,助数詞,*,*,*,回生,カイセイ,カイセイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
考え直し	動詞,自立,*,*,五段・サ行,連用形,考え直す,カンガエナオシ,カンガエナオシ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
まま	名詞,非自立,副詞可能,*,*,*,まま,ママ,ママ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
危ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,危ない,アブナイ,アブナイ,s
ギリギリ	名詞,形容動詞語幹,*,*,*,*,ギリギリ,ギリギリ,ギリギリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ライン	名詞,一般,*,*,*,*,ライン,ライン,ライン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
気づい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,気づく,キヅイ,キズイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
せ	動詞,自立,*,*,サ変・スル,未然形特殊,する,セ,セ,s
ざる	助動詞,*,*,*,特殊・ヌ,体言接続,ぬ,ザル,ザル,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
得	動詞,自立,*,*,一段,未然形,得る,エ,エ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
半分	名詞,副詞可能,*,*,*,*,半分,ハンブン,ハンブン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
力	名詞,一般,*,*,*,*,力,チカラ,チカラ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
入れる	動詞,自立,*,*,一段,基本形,入れる,イレル,イレル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
よかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
これから	副詞,助詞類接続,*,*,*,*,これから,コレカラ,コレカラ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
両立	名詞,サ変接続,*,*,*,*,両立,リョウリツ,リョーリツ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
にあたって	助詞,格助詞,連語,*,*,*,にあたって,ニアタッテ,ニアタッテ,s
勉強	名詞,サ変接続,*,*,*,*,勉強,ベンキョウ,ベンキョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
頑張っ	動詞,自立,*,*,五段・ラ行,連用タ接続,頑張る,ガンバッ,ガンバッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いか	動詞,非自立,*,*,五段・カ行促音便,未然形,いく,イカ,イカ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
、	記号,読点,*,*,*,*,、,、,、,s
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
頑張っ	動詞,自立,*,*,五段・ラ行,連用タ接続,頑張る,ガンバッ,ガンバッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
欲しい	形容詞,非自立,*,*,形容詞・イ段,基本形,欲しい,ホシイ,ホシイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
二	名詞,数,*,*,*,*,二,ニ,ニ,s
番目	名詞,接尾,助数詞,*,*,*,番目,バンメ,バンメ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,s
、	記号,読点,*,*,*,*,、,、,、,s
私立	名詞,一般,*,*,*,*,私立,シリツ,シリツ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
女子高	名詞,一般,*,*,*,*,女子高,ジョシコウ,ジョシコー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
通っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,通う,カヨッ,カヨッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けれども	助詞,接続助詞,*,*,*,*,けれども,ケレドモ,ケレドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
比べ	動詞,自立,*,*,一段,連用形,比べる,クラベ,クラベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
うっとこ	名詞,一般・縮約形,*,*,*,*,うちのところ,ウットコ,ウトッコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
三	名詞,数,*,*,*,*,三,サン,サン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
とも	助詞,副助詞,*,*,*,*,とも,トモ,トモ,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
性格	名詞,一般,*,*,*,*,性格,セイカク,セイカク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
バラバラ	名詞,形容動詞語幹,*,*,*,*,バラバラ,バラバラ,バラバラ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
マイペース	名詞,一般,*,*,*,*,マイペース,マイペース,マイペース,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
大体	副詞,一般,*,*,*,*,大体,ダイタイ,ダイタイ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
番目	名詞,接尾,助数詞,*,*,*,番目,バンメ,バンメ,s
残っ	動詞,自立,*,*,五段・ラ行,連用タ接続,残る,ノコッ,ノコッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
次女	名詞,一般,*,*,*,*,次女,ジジョ,ジジョ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
しっかり	副詞,助詞類接続,*,*,*,*,しっかり,シッカリ,シッカリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
きつい	形容詞,自立,*,*,形容詞・アウオ段,基本形,きつい,キツイ,キツイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
次女	名詞,一般,*,*,*,*,次女,ジジョ,ジジョ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
マイペース	名詞,一般,*,*,*,*,マイペース,マイペース,マイペース,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
温和	名詞,形容動詞語幹,*,*,*,*,温和,オンワ,オンワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
のんびり	副詞,助詞類接続,*,*,*,*,のんびり,ノンビリ,ノンビリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
ちっちゃい	形容詞,自立,*,*,形容詞・イ段,基本形,ちっちゃい,チッチャイ,チッチャイ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
あんま	副詞,助詞類接続・縮約形,*,*,*,*,あんまり,アンマ,アンマ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
手間	名詞,一般,*,*,*,*,手間,テマ,テマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
かから	動詞,自立,*,*,五段・ラ行,未然形,かかる,カカラ,カカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
赤ちゃん	名詞,一般,*,*,*,*,赤ちゃん,アカチャン,アカチャン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
とき	名詞,非自立,副詞可能,*,*,*,とき,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
時間	名詞,接尾,助数詞,*,*,*,時間,ジカン,ジカン,s
おき	名詞,接尾,一般,*,*,*,おき,オキ,オキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
起き	動詞,自立,*,*,一段,連用形,起きる,オキ,オキ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
比べ	動詞,自立,*,*,一段,連用形,比べる,クラベ,クラベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
朝	名詞,副詞可能,*,*,*,*,朝,アサ,アサ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
熟睡	名詞,サ変接続,*,*,*,*,熟睡,ジュクスイ,ジュクスイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
寝る	動詞,自立,*,*,一段,基本形,寝る,ネル,ネル,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
夜	名詞,副詞可能,*,*,*,*,夜,ヨル,ヨル,s
寝	動詞,自立,*,*,一段,連用形,寝る,ネ,ネ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
朝	名詞,副詞可能,*,*,*,*,朝,アサ,アサ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
、	記号,読点,*,*,*,*,、,、,、,s
朝	名詞,副詞可能,*,*,*,*,朝,アサ,アサ,s
七時	名詞,一般,*,*,*,*,七時,シチジ,シチジ,s
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,s
起き	動詞,自立,*,*,一段,未然形,起きる,オキ,オキ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
