それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,i
英語	名詞,一般,*,*,*,*,英語,エイゴ,エイゴ,i
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
英語	名詞,一般,*,*,*,*,英語,エイゴ,エイゴ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
ゆっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
止め	動詞,自立,*,*,一段,未然形,止める,トメ,トメ,s
られ	動詞,接尾,*,*,一段,連用形,られる,ラレ,ラレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
人	名詞,接尾,一般,*,*,*,人,ジン,ジン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
やべえ	感動詞,*,*,*,*,*,やべえ,ヤベエ,ヤベー,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
成長	名詞,サ変接続,*,*,*,*,成長,セイチョウ,セイチョー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,s
ながら	助詞,接続助詞,*,*,*,*,ながら,ナガラ,ナガラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
後々	名詞,副詞可能,*,*,*,*,後々,アトアト,アトアト,s
見返し	動詞,自立,*,*,五段・サ行,連用形,見返す,ミカエシ,ミカエシ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
感情	名詞,一般,*,*,*,*,感情,カンジョウ,カンジョー,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
英語	名詞,一般,*,*,*,*,英語,エイゴ,エイゴ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
表せる	動詞,自立,*,*,一段,基本形,表せる,アラワセル,アラワセル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
やばい	形容詞,自立,*,*,形容詞・アウオ段,基本形,やばい,ヤバイ,ヤバイ,i
っす	助動詞,*,*,*,特殊・デス,基本形,っす,ッス,ッス,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	副詞,一般,*,*,*,*,まあ,マア,マー,s
留学	名詞,サ変接続,*,*,*,*,留学,リュウガク,リューガク,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
楽しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,楽しい,タノシカッ,タノシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
久々	名詞,一般,*,*,*,*,久々,ヒサビサ,ヒサビサ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
変	名詞,形容動詞語幹,*,*,*,*,変,ヘン,ヘン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
感動	名詞,サ変接続,*,*,*,*,感動,カンドウ,カンドー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
留学	名詞,サ変接続,*,*,*,*,留学,リュウガク,リューガク,i
終わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,終わる,オワッ,オワッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
、	記号,読点,*,*,*,*,、,、,、,i
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
周り	名詞,一般,*,*,*,*,周り,マワリ,マワリ,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,i
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,i
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
反応	名詞,サ変接続,*,*,*,*,反応,ハンノウ,ハンノー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,i
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
具体	名詞,一般,*,*,*,*,具体,グタイ,グタイ,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
言え	動詞,自立,*,*,一段,未然形,言える,イエ,イエ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
雰囲気	名詞,一般,*,*,*,*,雰囲気,フンイキ,フンイキ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
しゃべり	動詞,自立,*,*,五段・ラ行,連用形,しゃべる,シャベリ,シャベリ,s
方	名詞,接尾,一般,*,*,*,方,カタ,カタ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
なんて	助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
いっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
向こう	名詞,一般,*,*,*,*,向こう,ムコウ,ムコー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
イェイ	感動詞,*,*,*,*,*,イェイ,イェイ,イェイ,s
イェイ	感動詞,*,*,*,*,*,イェイ,イェイ,イェイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
フレンドリー	名詞,固有名詞,組織,*,*,*,フレンドリー,フレンドリー,フレンドリー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
よく	副詞,一般,*,*,*,*,よく,ヨク,ヨク,s
喋る	動詞,自立,*,*,五段・ラ行,基本形,喋る,シャベル,シャベル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
よく	副詞,一般,*,*,*,*,よく,ヨク,ヨク,s
褒める	動詞,自立,*,*,一段,基本形,褒める,ホメル,ホメル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
褒める	動詞,自立,*,*,一段,基本形,褒める,ホメル,ホメル,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
とりあえず	副詞,助詞類接続,*,*,*,*,とりあえず,トリアエズ,トリアエズ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
喋る	動詞,自立,*,*,五段・ラ行,基本形,喋る,シャベル,シャベル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
、	記号,読点,*,*,*,*,、,、,、,s
高	名詞,一般,*,*,*,*,高,コウ,コー,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そん	名詞,一般,*,*,*,*,そん,ソン,ソン,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
社交	名詞,一般,*,*,*,*,社交,シャコウ,シャコー,i
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
っす	助動詞,*,*,*,特殊・デス,基本形,っす,ッス,ッス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
社交	名詞,一般,*,*,*,*,社交,シャコウ,シャコー,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
変わる	動詞,自立,*,*,五段・ラ行,基本形,変わる,カワル,カワル,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
、	記号,読点,*,*,*,*,、,、,、,i
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あっ	感動詞,*,*,*,*,*,あっ,アッ,アッ,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
心配	名詞,サ変接続,*,*,*,*,心配,シンパイ,シンパイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
社交	名詞,一般,*,*,*,*,社交,シャコウ,シャコー,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
海外	名詞,一般,*,*,*,*,海外,カイガイ,カイガイ,s
かぶれ	動詞,自立,*,*,一段,連用形,かぶれる,カブレ,カブレ,s
感	名詞,一般,*,*,*,*,感,カン,カン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
残っ	動詞,自立,*,*,五段・ラ行,連用タ接続,残る,ノコッ,ノコッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
傍	名詞,一般,*,*,*,*,傍,ソバ,ソバ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
み	動詞,自立,*,*,一段,連用形,みる,ミ,ミ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
うっとうしい	形容詞,自立,*,*,形容詞・イ段,基本形,うっとうしい,ウットウシイ,ウットーシイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
たまに	副詞,一般,*,*,*,*,たまに,タマニ,タマニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
先生	名詞,一般,*,*,*,*,先生,センセイ,センセイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
