いけ	動詞,自立,*,*,一段,連用形,いける,イケ,イケ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
喋ら	動詞,自立,*,*,五段・ラ行,未然形,喋る,シャベラ,シャベラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
まし	助動詞,*,*,*,特殊・マス,連用形,ます,マシ,マシ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,i
では	助詞,接続助詞,*,*,*,*,では,デハ,デワ,i
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
サークル	名詞,一般,*,*,*,*,サークル,サークル,サークル,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
テニス	名詞,一般,*,*,*,*,テニス,テニス,テニス,s
サークル	名詞,一般,*,*,*,*,サークル,サークル,サークル,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
入れ	動詞,自立,*,*,一段,連用形,入れる,イレ,イレ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
よかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
京都	名詞,固有名詞,地域,一般,*,*,京都,キョウト,キョート,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
散策	名詞,サ変接続,*,*,*,*,散策,サンサク,サンサク,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
サークル	名詞,一般,*,*,*,*,サークル,サークル,サークル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
姉	名詞,一般,*,*,*,*,姉,ネエ,ネー,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
京都	名詞,固有名詞,地域,一般,*,*,京都,キョウト,キョート,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
京都	名詞,固有名詞,地域,一般,*,*,京都,キョウト,キョート,s
観光	名詞,サ変接続,*,*,*,*,観光,カンコウ,カンコー,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
なかなか	副詞,助詞類接続,*,*,*,*,なかなか,ナカナカ,ナカナカ,s
しい	動詞,自立,*,*,一段,未然形,しいる,シイ,シイ,s
ひん	助動詞,*,*,*,特殊・ナイ,基本形・母音調和,へん,ヒン,ヒン,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
いろんな	連体詞,*,*,*,*,*,いろんな,イロンナ,イロンナ,s
お寺	名詞,一般,*,*,*,*,お寺,オテラ,オテラ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
まわっ	動詞,自立,*,*,五段・ラ行,連用タ接続,まわる,マワッ,マワッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
楽し	形容詞,自立,*,*,形容詞・イ段,ガル接続,楽しい,タノシ,タノシ,s
そう	名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
京都	名詞,固有名詞,地域,一般,*,*,京都,キョウト,キョート,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
京都	名詞,固有名詞,地域,一般,*,*,京都,キョウト,キョート,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あたし	名詞,代名詞,一般,*,*,*,あたし,アタシ,アタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
短大	名詞,一般,*,*,*,*,短大,タンダイ,タンダイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
短大	名詞,一般,*,*,*,*,短大,タンダイ,タンダイ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
別	名詞,形容動詞語幹,*,*,*,*,別,ベツ,ベツ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
サークル	名詞,一般,*,*,*,*,サークル,サークル,サークル,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,i
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
あたし	名詞,代名詞,一般,*,*,*,あたし,アタシ,アタシ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
女子	名詞,一般,*,*,*,*,女子,ジョシ,ジョシ,s
ばっかり	助詞,副助詞,*,*,*,*,ばっかり,バッカリ,バッカリ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
なり	動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ,i
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
そうか	感動詞,*,*,*,*,*,そうか,ソウカ,ソーカ,s
、	記号,読点,*,*,*,*,、,、,、,s
共学	名詞,一般,*,*,*,*,共学,キョウガク,キョーガク,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そのまま	副詞,一般,*,*,*,*,そのまま,ソノママ,ソノママ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
共学	名詞,一般,*,*,*,*,共学,キョウガク,キョーガク,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
そうか	感動詞,*,*,*,*,*,そうか,ソウカ,ソーカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
よそ	名詞,代名詞,一般,*,*,*,よそ,ヨソ,ヨソ,s
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
いっ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だめ	名詞,形容動詞語幹,*,*,*,*,だめ,ダメ,ダメ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,i
、	記号,読点,*,*,*,*,、,、,、,i
新歓	名詞,サ変接続,*,*,*,*,新歓,シンカン,シンカン,i
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,i
今年	名詞,副詞可能,*,*,*,*,今年,コトシ,コトシ,i
、	記号,読点,*,*,*,*,、,、,、,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
三	名詞,数,*,*,*,*,三,サン,サン,i
回生	名詞,接尾,助数詞,*,*,*,回生,カイセイ,カイセイ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
対し	動詞,自立,*,*,五段・サ行,連用形,対す,タイシ,タイシ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
厳しい	形容詞,自立,*,*,形容詞・イ段,基本形,厳しい,キビシイ,キビシイ,i
っと	助詞,格助詞,引用,*,*,*,っと,ット,ット,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,i
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,i
厳しい	形容詞,自立,*,*,形容詞・イ段,基本形,厳しい,キビシイ,キビシイ,i
サークル	名詞,一般,*,*,*,*,サークル,サークル,サークル,i
ほど	助詞,副助詞,*,*,*,*,ほど,ホド,ホド,i
、	記号,読点,*,*,*,*,、,、,、,i
学年	名詞,一般,*,*,*,*,学年,ガクネン,ガクネン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
、	記号,読点,*,*,*,*,、,、,、,i
一	名詞,数,*,*,*,*,一,イチ,イチ,i
回生	名詞,接尾,助数詞,*,*,*,回生,カイセイ,カイセイ,i
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,i
扱い	動詞,自立,*,*,五段・ワ行促音便,連用形,扱う,アツカイ,アツカイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
競技	名詞,サ変接続,*,*,*,*,競技,キョウギ,キョーギ,i
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,i
サークル	名詞,一般,*,*,*,*,サークル,サークル,サークル,i
と	助詞,並立助詞,*,*,*,*,と,ト,ト,i
フラメンコ	名詞,一般,*,*,*,*,フラメンコ,フラメンコ,フラメンコ,i
サークル	名詞,一般,*,*,*,*,サークル,サークル,サークル,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
へえー	感動詞,*,*,*,*,*,へえー,ヘエー,ヘー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
フラメンコ	名詞,一般,*,*,*,*,フラメンコ,フラメンコ,フラメンコ,s
サークル	名詞,一般,*,*,*,*,サークル,サークル,サークル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,i
、	記号,読点,*,*,*,*,、,、,、,i
阪大	名詞,固有名詞,組織,*,*,*,阪大,ハンダイ,ハンダイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
フラメンコ	名詞,一般,*,*,*,*,フラメンコ,フラメンコ,フラメンコ,i
、	記号,読点,*,*,*,*,、,、,、,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
部	名詞,一般,*,*,*,*,部,ブ,ブ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
フラメンコ	名詞,一般,*,*,*,*,フラメンコ,フラメンコ,フラメンコ,i
部	名詞,接尾,助数詞,*,*,*,部,ブ,ブ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,i
楽しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,楽しい,タノシカッ,タノシカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
フラメンコ	名詞,一般,*,*,*,*,フラメンコ,フラメンコ,フラメンコ,i
、	記号,読点,*,*,*,*,、,、,、,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,s
、	記号,読点,*,*,*,*,、,、,、,s
ジャズ	名詞,一般,*,*,*,*,ジャズ,ジャズ,ジャズ,s
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
習っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,習う,ナラッ,ナラッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
ガチガチ	名詞,形容動詞語幹,*,*,*,*,ガチガチ,ガチガチ,ガチガチ,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
本当は	接続詞,*,*,*,*,*,本当は,ホントウハ,ホントーワ,s
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
違う	動詞,自立,*,*,五段・ワ行促音便,基本形,違う,チガウ,チガウ,s
ダンス	名詞,一般,*,*,*,*,ダンス,ダンス,ダンス,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
見学	名詞,サ変接続,*,*,*,*,見学,ケンガク,ケンガク,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
そのまま	副詞,一般,*,*,*,*,そのまま,ソノママ,ソノママ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
