始め	動詞,自立,*,*,一段,連用形,始める,ハジメ,ハジメ,i
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
いや	接続詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
松原	名詞,一般,*,*,*,*,松原,マツバラ,マツバラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
生徒	名詞,一般,*,*,*,*,生徒,セイト,セイト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
劇	名詞,一般,*,*,*,*,劇,ゲキ,ゲキ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
泣い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,泣く,ナイ,ナイ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
感動	名詞,サ変接続,*,*,*,*,感動,カンドウ,カンドー,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
松原	名詞,一般,*,*,*,*,松原,マツバラ,マツバラ,i
第	接頭詞,名詞接続,*,*,*,*,第,ダイ,ダイ,i
七	名詞,数,*,*,*,*,七,ナナ,ナナ,i
中学	名詞,一般,*,*,*,*,中学,チュウガク,チューガク,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それだけ	副詞,助詞類接続,*,*,*,*,それだけ,ソレダケ,ソレダケ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
走り去っ	動詞,自立,*,*,五段・ラ行,連用タ接続,走り去る,ハシリサッ,ハシリサッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
向こう	名詞,一般,*,*,*,*,向こう,ムコウ,ムコー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
それだけ	副詞,助詞類接続,*,*,*,*,それだけ,ソレダケ,ソレダケ,s
、	記号,読点,*,*,*,*,、,、,、,s
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
思い出さ	動詞,自立,*,*,五段・サ行,未然形,思い出す,オモイダサ,オモイダサ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
、	記号,読点,*,*,*,*,、,、,、,i
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,i
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
、	記号,読点,*,*,*,*,、,、,、,i
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,i
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,i
、	記号,読点,*,*,*,*,、,、,、,i
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
心	名詞,一般,*,*,*,*,心,ココロ,ココロ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
残る	動詞,自立,*,*,五段・ラ行,基本形,残る,ノコル,ノコル,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
感動	名詞,サ変接続,*,*,*,*,感動,カンドウ,カンドー,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
意味	名詞,サ変接続,*,*,*,*,意味,イミ,イミ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
ぞっと	副詞,一般,*,*,*,*,ぞっと,ゾット,ゾット,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
意味	名詞,サ変接続,*,*,*,*,意味,イミ,イミ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
両方	名詞,一般,*,*,*,*,両方,リョウホウ,リョーホー,s
とも	助詞,副助詞,*,*,*,*,とも,トモ,トモ,s
心	名詞,一般,*,*,*,*,心,ココロ,ココロ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
残っ	動詞,自立,*,*,五段・ラ行,連用タ接続,残る,ノコッ,ノコッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ぞっと	副詞,一般,*,*,*,*,ぞっと,ゾット,ゾット,s
すん	動詞,自立,*,*,五段・ラ行撥音便,基本形,する,スン,スン,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
制限	名詞,サ変接続,*,*,*,*,制限,セイゲン,セイゲン,s
時間	名詞,接尾,助数詞,*,*,*,時間,ジカン,ジカン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
大会	名詞,一般,*,*,*,*,大会,タイカイ,タイカイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
二	名詞,数,*,*,*,*,二,ニ,ニ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
準備	名詞,サ変接続,*,*,*,*,準備,ジュンビ,ジュンビ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
かかっ	動詞,自立,*,*,五段・ラ行,連用タ接続,かかる,カカッ,カカッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
分	名詞,接尾,助数詞,*,*,*,分,フン,フン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
しまっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
実は	接続詞,*,*,*,*,*,実は,ジツハ,ジツワ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
審査	名詞,サ変接続,*,*,*,*,審査,シンサ,シンサ,s
員	名詞,接尾,一般,*,*,*,員,イン,イン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
清教学園	名詞,固有名詞,組織,*,*,*,清教学園,セイキョウガクエン,セイキョーガクエン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
通達	名詞,サ変接続,*,*,*,*,通達,ツウタツ,ツータツ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
制限	名詞,サ変接続,*,*,*,*,制限,セイゲン,セイゲン,s
オーバー	名詞,サ変接続,*,*,*,*,オーバー,オーバー,オーバー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
「	記号,括弧開,*,*,*,*,「,「,「,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
降ろさ	動詞,自立,*,*,五段・サ行,未然形,降ろす,オロサ,オロサ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
幕	名詞,一般,*,*,*,*,幕,マク,マク,s
降ろさ	動詞,自立,*,*,五段・サ行,未然形,降ろす,オロサ,オロサ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
過ぎ	動詞,自立,*,*,一段,連用形,過ぎる,スギ,スギ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
審議	名詞,サ変接続,*,*,*,*,審議,シンギ,シンギ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
対象	名詞,一般,*,*,*,*,対象,タイショウ,タイショー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
悪い	形容詞,自立,*,*,形容詞・アウオ段,基本形,悪い,ワルイ,ワルイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
失格	名詞,サ変接続,*,*,*,*,失格,シッカク,シッカク,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
」	記号,括弧閉,*,*,*,*,」,」,」,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
思わず	副詞,助詞類接続,*,*,*,*,思わず,オモワズ,オモワズ,s
、	記号,読点,*,*,*,*,、,、,、,s
泣きつい	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,泣きつく,ナキツイ,ナキツイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
頼ん	動詞,自立,*,*,五段・マ行,連用タ接続,頼む,タノン,タノン,s
だら	助動詞,*,*,*,特殊・タ,仮定形,だ,ダラ,ダラ,s
そしたら	接続詞,*,*,*,*,*,そしたら,ソシタラ,ソシタラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
まさかの	連体詞,*,*,*,*,*,まさかの,マサカノ,マサカノ,s
慈悲	名詞,一般,*,*,*,*,慈悲,ジヒ,ジヒ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
いきなり	副詞,助詞類接続,*,*,*,*,いきなり,イキナリ,イキナリ,s
審査	名詞,サ変接続,*,*,*,*,審査,シンサ,シンサ,s
結果	名詞,一般,*,*,*,*,結果,ケッカ,ケッカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
発表	名詞,サ変接続,*,*,*,*,発表,ハッピョウ,ハッピョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
「	記号,括弧開,*,*,*,*,「,「,「,s
すいません	感動詞,*,*,*,*,*,すいません,スイマセン,スイマセン,s
、	記号,読点,*,*,*,*,、,、,、,s
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
連絡	名詞,サ変接続,*,*,*,*,連絡,レンラク,レンラク,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
劇	名詞,一般,*,*,*,*,劇,ゲキ,ゲキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
途中	名詞,副詞可能,*,*,*,*,途中,トチュウ,トチュー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ストップウォッチ	名詞,一般,*,*,*,*,ストップウォッチ,ストップウォッチ,ストップウォッチ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
一つ	名詞,一般,*,*,*,*,一つ,ヒトツ,ヒトツ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
停止	名詞,サ変接続,*,*,*,*,停止,テイシ,テイシ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
、	記号,読点,*,*,*,*,、,、,、,s
事件	名詞,一般,*,*,*,*,事件,ジケン,ジケン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
起き	動詞,自立,*,*,一段,連用形,起きる,オキ,オキ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
為	名詞,非自立,副詞可能,*,*,*,為,タメ,タメ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
風	名詞,非自立,形容動詞語幹,*,*,*,風,フウ,フー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
超え	動詞,自立,*,*,一段,連用形,超える,コエ,コエ,s
