それでは	接続詞,*,*,*,*,*,それでは,ソレデハ,ソレデワ,i
確かに	感動詞,*,*,*,*,*,確かに,タシカニ,タシカニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
百十四銀行	名詞,固有名詞,組織,*,*,*,百十四銀行,ヒャクジュウシギンコウ,ヒャクジューシギンコー,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
らしい	助動詞,*,*,*,形容詞・イ段,基本形,らしい,ラシイ,ラシイ,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
でかい	形容詞,自立,*,*,形容詞・アウオ段,基本形,でかい,デカイ,デカイ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
でかい	形容詞,自立,*,*,形容詞・アウオ段,基本形,でかい,デカイ,デカイ,i
銀行	名詞,一般,*,*,*,*,銀行,ギンコウ,ギンコー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
南都銀行	名詞,固有名詞,組織,*,*,*,南都銀行,ナントギンコウ,ナントギンコー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
ちゃう	動詞,非自立,*,*,五段・ワ行促音便,基本形,ちゃう,チャウ,チャウ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
第一勧業銀行	名詞,固有名詞,組織,*,*,*,第一勧業銀行,ダイイチカンギョウギンコウ,ダイイチカンギョーギンコー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
どうか	副詞,一般,*,*,*,*,どうか,ドウカ,ドーカ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
銀行	名詞,一般,*,*,*,*,銀行,ギンコウ,ギンコー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
番号	名詞,一般,*,*,*,*,番号,バンゴウ,バンゴー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
番	名詞,接尾,助数詞,*,*,*,番,バン,バン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
銀行	名詞,一般,*,*,*,*,銀行,ギンコウ,ギンコー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
こそ	助詞,係助詞,*,*,*,*,こそ,コソ,コソ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
色々	副詞,助詞類接続,*,*,*,*,色々,イロイロ,イロイロ,s
変わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,変わる,カワッ,カワッ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
番号	名詞,一般,*,*,*,*,番号,バンゴウ,バンゴー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
番号	名詞,一般,*,*,*,*,番号,バンゴウ,バンゴー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
銀行	名詞,一般,*,*,*,*,銀行,ギンコウ,ギンコー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
銀行	名詞,一般,*,*,*,*,銀行,ギンコウ,ギンコー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
番号	名詞,一般,*,*,*,*,番号,バンゴウ,バンゴー,s
つう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,ツー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
、	記号,読点,*,*,*,*,、,、,、,s
百四銀行	名詞,固有名詞,一般,*,*,*,百四銀行,百四銀行,百四銀行,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
百	名詞,数,*,*,*,*,百,ヒャク,ヒャク,s
四	名詞,数,*,*,*,*,四,ヨン,ヨン,s
番目	名詞,接尾,助数詞,*,*,*,番目,バンメ,バンメ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
銀行	名詞,一般,*,*,*,*,銀行,ギンコウ,ギンコー,s
つう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,ツー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
だし	動詞,自立,*,*,五段・サ行,連用形,だす,ダシ,ダシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
残っ	動詞,自立,*,*,五段・ラ行,連用タ接続,残る,ノコッ,ノコッ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だあら	接続詞,*,*,*,*,*,だあら,ダアラ,ダアラ,s
、	記号,読点,*,*,*,*,、,、,、,s
南都銀行	名詞,固有名詞,組織,*,*,*,南都銀行,ナントギンコウ,ナントギンコー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
あっち	名詞,代名詞,一般,*,*,*,あっち,アッチ,アッチ,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
各県	名詞,一般,*,*,*,*,各県,カクケン,カクケン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あん	動詞,自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
ね	名詞,非自立,*,*,*,縮約形,なの,ネ,ネ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
地方	名詞,一般,*,*,*,*,地方,チホウ,チホー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
銀行	名詞,一般,*,*,*,*,銀行,ギンコウ,ギンコー,s
つう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,ツー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ただ	接続詞,*,*,*,*,*,ただ,タダ,タダ,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
経営	名詞,サ変接続,*,*,*,*,経営,ケイエイ,ケイエイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
健全	名詞,形容動詞語幹,*,*,*,*,健全,ケンゼン,ケンゼン,s
てか	接続詞,*,*,*,*,*,てか,テカ,テカ,s
、	記号,読点,*,*,*,*,、,、,、,s
健全	名詞,形容動詞語幹,*,*,*,*,健全,ケンゼン,ケンゼン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
別	名詞,形容動詞語幹,*,*,*,*,別,ベツ,ベツ,s
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
対抗	名詞,サ変接続,*,*,*,*,対抗,タイコウ,タイコー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
大手	名詞,一般,*,*,*,*,大手,オオテ,オーテ,s
メガ	名詞,接尾,助数詞,*,*,*,メガ,メガ,メガ,s
バンク	名詞,一般,*,*,*,*,バンク,バンク,バンク,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
合併	名詞,サ変接続,*,*,*,*,合併,ガッペイ,ガッペイ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
UFJ	名詞,固有名詞,一般,*,*,*,UFJ,UFJ,UFJ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
なんやかんや	副詞,助詞類接続,*,*,*,*,なんやかんや,ナンヤカンヤ,ナンヤカンヤ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
色々	副詞,助詞類接続,*,*,*,*,色々,イロイロ,イロイロ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
取引	名詞,サ変接続,*,*,*,*,取引,トリヒキ,トリヒキ,s
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
生命	名詞,一般,*,*,*,*,生命,セイメイ,セイメイ,i
保険	名詞,一般,*,*,*,*,保険,ホケン,ホケン,i
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
すん	動詞,自立,*,*,サ変・スル撥音便,基本形,する,スン,スン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
生命	名詞,一般,*,*,*,*,生命,セイメイ,セイメイ,s
保険	名詞,一般,*,*,*,*,保険,ホケン,ホケン,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,s
、	記号,読点,*,*,*,*,、,、,、,s
日生	名詞,固有名詞,組織,*,*,*,日生,ニッセイ,ニッセイ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
おば	名詞,一般,*,*,*,*,おば,オバ,オバ,s
ちゃん	名詞,接尾,人名,*,*,*,ちゃん,チャン,チャン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
回る	動詞,自立,*,*,五段・ラ行,基本形,回る,マワル,マワル,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
結局	名詞,副詞可能,*,*,*,*,結局,ケッキョク,ケッキョク,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
生命	名詞,一般,*,*,*,*,生命,セイメイ,セイメイ,s
保険	名詞,一般,*,*,*,*,保険,ホケン,ホケン,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
銀行	名詞,一般,*,*,*,*,銀行,ギンコウ,ギンコー,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
似	動詞,自立,*,*,一段,連用形,似る,ニ,ニ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
「	記号,括弧開,*,*,*,*,「,「,「,s
こういう	連体詞,*,*,*,*,*,こういう,コウイウ,コーユウ,s
、	記号,読点,*,*,*,*,、,、,、,s
こういう	連体詞,*,*,*,*,*,こういう,コウイウ,コーユウ,s
生命	名詞,一般,*,*,*,*,生命,セイメイ,セイメイ,s
保険	名詞,一般,*,*,*,*,保険,ホケン,ホケン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あり	動詞,自立,*,*,五段・ラ行,連用形,ある,アリ,アリ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
」	記号,括弧閉,*,*,*,*,」,」,」,s
つっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ツッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
一般	名詞,一般,*,*,*,*,一般,イッパン,イッパン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,s
生命	名詞,一般,*,*,*,*,生命,セイメイ,セイメイ,s
保険	名詞,一般,*,*,*,*,保険,ホケン,ホケン,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
生命	名詞,一般,*,*,*,*,生命,セイメイ,セイメイ,s
保険	名詞,一般,*,*,*,*,保険,ホケン,ホケン,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
優遇	名詞,サ変接続,*,*,*,*,優遇,ユウグウ,ユーグー,s
税制	名詞,一般,*,*,*,*,税制,ゼイセイ,ゼイセイ,s
つ	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,ツ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
税金	名詞,一般,*,*,*,*,税金,ゼイキン,ゼイキン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
多少	副詞,助詞類接続,*,*,*,*,多少,タショウ,タショー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
免除	名詞,サ変接続,*,*,*,*,免除,メンジョ,メンジョ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
集め	動詞,自立,*,*,一段,連用形,集める,アツメ,アツメ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
運用	名詞,サ変接続,*,*,*,*,運用,ウンヨウ,ウンヨー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
儲ける	動詞,自立,*,*,一段,基本形,儲ける,モウケル,モーケル,s
つう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,ツー,s
