え	感動詞,*,*,*,*,*,え,エ,エ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
そうして	接続詞,*,*,*,*,*,そうして,ソウシテ,ソーシテ,s
多かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,多い,オオカッ,オーカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
、	記号,読点,*,*,*,*,、,、,、,s
ほいで	接続詞,*,*,*,*,*,ほいで,ホイデ,ホイデ,s
、	記号,読点,*,*,*,*,、,、,、,s
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
二人	名詞,一般,*,*,*,*,二人,フタリ,フタリ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
北海道	名詞,固有名詞,地域,一般,*,*,北海道,ホッカイドウ,ホッカイドー,s
、	記号,読点,*,*,*,*,、,、,、,s
沖縄	名詞,固有名詞,地域,一般,*,*,沖縄,オキナワ,オキナワ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
、	記号,読点,*,*,*,*,、,、,、,s
EOS
沖縄	名詞,固有名詞,地域,一般,*,*,沖縄,オキナワ,オキナワ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
北海道	名詞,固有名詞,地域,一般,*,*,北海道,ホッカイドウ,ホッカイドー,s
、	記号,読点,*,*,*,*,、,、,、,s
二人	名詞,一般,*,*,*,*,二人,フタリ,フタリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
伊豆	名詞,固有名詞,地域,一般,*,*,伊豆,イズ,イズ,s
、	記号,読点,*,*,*,*,、,、,、,s
伊豆	名詞,固有名詞,地域,一般,*,*,伊豆,イズ,イズ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あっち	名詞,代名詞,一般,*,*,*,あっち,アッチ,アッチ,s
こっち	名詞,代名詞,一般,*,*,*,こっち,コッチ,コッチ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
記憶	名詞,サ変接続,*,*,*,*,記憶,キオク,キオク,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
残っ	動詞,自立,*,*,五段・ラ行,連用タ接続,残る,ノコッ,ノコッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ってか	接続詞,*,*,*,*,*,ってか,ッテカ,ッテカ,i
、	記号,読点,*,*,*,*,、,、,、,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
伊豆	名詞,固有名詞,地域,一般,*,*,伊豆,イズ,イズ,s
、	記号,読点,*,*,*,*,、,、,、,s
伊豆	名詞,固有名詞,地域,一般,*,*,伊豆,イズ,イズ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
伊豆	名詞,固有名詞,地域,一般,*,*,伊豆,イズ,イズ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
ゆっくり	副詞,助詞類接続,*,*,*,*,ゆっくり,ユックリ,ユックリ,s
でき	動詞,自立,*,*,一段,連用形,できる,デキ,デキ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
二人	名詞,一般,*,*,*,*,二人,フタリ,フタリ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
上垣	名詞,固有名詞,人名,姓,*,*,上垣,ウエガキ,ウエガキ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
、	記号,読点,*,*,*,*,、,、,、,s
館山	名詞,固有名詞,地域,一般,*,*,館山,タテヤマ,タテヤマ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ほら	感動詞,*,*,*,*,*,ほら,ホラ,ホラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ものすごい	副詞,一般,*,*,*,*,ものすごい,モノスゴイ,モノスゴイ,s
、	記号,読点,*,*,*,*,、,、,、,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
お天気	名詞,一般,*,*,*,*,お天気,オテンキ,オテンキ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
あたたかかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,あたたかい,アタタカカッ,アタタカカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
、	記号,読点,*,*,*,*,、,、,、,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
エスカレーター	名詞,一般,*,*,*,*,エスカレーター,エスカレーター,エスカレーター,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なくっ	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナクッ,ナクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ケーブルカー	名詞,一般,*,*,*,*,ケーブルカー,ケーブルカー,ケーブルカー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
ケーブルカー	名詞,一般,*,*,*,*,ケーブルカー,ケーブルカー,ケーブルカー,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
ケーブルカー	名詞,一般,*,*,*,*,ケーブルカー,ケーブルカー,ケーブルカー,s
乗っ	動詞,自立,*,*,五段・ラ行,連用タ接続,乗る,ノッ,ノッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
でしょ	助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ケーブルカー	名詞,一般,*,*,*,*,ケーブルカー,ケーブルカー,ケーブルカー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
段々	副詞,助詞類接続,*,*,*,*,段々,ダンダン,ダンダン,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
つれ	動詞,自立,*,*,一段,連用形,つれる,ツレ,ツレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
寒く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,寒い,サムク,サムク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
立山	名詞,固有名詞,地域,一般,*,*,立山,タテヤマ,タテヤマ,s
上がっ	動詞,自立,*,*,五段・ラ行,連用タ接続,上がる,アガッ,アガッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
雪	名詞,一般,*,*,*,*,雪,ユキ,ユキ,s
だらけ	名詞,接尾,一般,*,*,*,だらけ,ダラケ,ダラケ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
、	記号,読点,*,*,*,*,、,、,、,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
初めて	副詞,一般,*,*,*,*,初めて,ハジメテ,ハジメテ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
経験	名詞,サ変接続,*,*,*,*,経験,ケイケン,ケイケン,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あんなに	副詞,助詞類接続,*,*,*,*,あんなに,アンナニ,アンナニ,s
あったかい	形容詞,自立,*,*,形容詞・アウオ段,基本形,あったかい,アッタカイ,アッタカイ,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんだけ	副詞,一般・縮約形,*,*,*,*,あれだけ,アンダケ,アンダケ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
差	名詞,一般,*,*,*,*,差,サ,サ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんなに	副詞,助詞類接続,*,*,*,*,あんなに,アンナニ,アンナニ,s
雪	名詞,一般,*,*,*,*,雪,ユキ,ユキ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
とも	助詞,副助詞,*,*,*,*,とも,トモ,トモ,s
思わ	動詞,自立,*,*,五段・ワ行促音便,未然形,思う,オモワ,オモワ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だいぶ	副詞,一般,*,*,*,*,だいぶ,ダイブ,ダイブ,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
高かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,高い,タカカッ,タカカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
高かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,高い,タカカッ,タカカッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
朝	名詞,副詞可能,*,*,*,*,朝,アサ,アサ,i
起き	動詞,自立,*,*,一段,連用形,起きる,オキ,オキ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,i
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,i
、	記号,読点,*,*,*,*,、,、,、,i
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
、	記号,読点,*,*,*,*,、,、,、,i
雲海	名詞,一般,*,*,*,*,雲海,ウンカイ,ウンカイ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
雲海	名詞,一般,*,*,*,*,雲海,ウンカイ,ウンカイ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助詞,*,*,*,特殊・タ＋ん／接続・テ＋ん,基本形・縮約形,てん,テン,テン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
上	名詞,非自立,副詞可能,*,*,*,上,ウエ,ウエ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
差	名詞,一般,*,*,*,*,差,サ,サ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
すごかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,すごい,スゴカッ,スゴカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんな	連体詞,*,*,*,*,*,あんな,アンナ,アンナ,s
寒い	形容詞,自立,*,*,形容詞・アウオ段,基本形,寒い,サムイ,サムイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
思わ	動詞,自立,*,*,五段・ワ行促音便,未然形,思う,オモワ,オモワ,s
へんかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,へん,ヘンカッ,ヘンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
何	名詞,代名詞,一般,*,*,*,何,ナン,ナン,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
あんた	名詞,代名詞,一般,*,*,*,あんた,アンタ,アンタ,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
、	記号,読点,*,*,*,*,、,、,、,i
EOS
五	名詞,数,*,*,*,*,五,ゴ,ゴ,s
、	記号,読点,*,*,*,*,、,、,、,s
六	名詞,数,*,*,*,*,六,ロク,ロク,s
年生	名詞,接尾,助数詞,*,*,*,年生,ネンセイ,ネンセイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
やー	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤア,ヤー,s
、	記号,読点,*,*,*,*,、,、,、,s
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
初めて	副詞,一般,*,*,*,*,初めて,ハジメテ,ハジメテ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんだけ	副詞,一般・縮約形,*,*,*,*,あれだけ,アンダケ,アンダケ,s
差	名詞,一般,*,*,*,*,差,サ,サ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
思わ	動詞,自立,*,*,五段・ワ行促音便,未然形,思う,オモワ,オモワ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
雪	名詞,一般,*,*,*,*,雪,ユキ,ユキ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
中	名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ,s
歩い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
歩い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,i
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	副詞,助詞類接続,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
