まず	副詞,一般,*,*,*,*,まず,マズ,マズ,i
読め	動詞,自立,*,*,一段,未然形,読める,ヨメ,ヨメ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
堺	名詞,固有名詞,人名,名,*,*,堺,堺,堺,i
、	記号,読点,*,*,*,*,、,、,、,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
け	助詞,終助詞,*,*,*,*,け,ケ,ケ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
女	名詞,一般,*,*,*,*,女,オンナ,オンナ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
石原	名詞,固有名詞,人名,姓,*,*,石原,イシハラ,イシハラ,i
さとみ	名詞,固有名詞,人名,名,*,*,さとみ,サトミ,サトミ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,i
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
嘘	名詞,一般,*,*,*,*,嘘,ウソ,ウソ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
芸能人	名詞,一般,*,*,*,*,芸能人,ゲイノウジン,ゲイノージン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
顔	名詞,一般,*,*,*,*,顔,カオ,カオ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ドラマ	名詞,一般,*,*,*,*,ドラマ,ドラマ,ドラマ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
あんま	副詞,助詞類接続・縮約形,*,*,*,*,あんまり,アンマ,アンマ,i
見	動詞,自立,*,*,一段,未然形,見る,ミ,ミ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ドラマ	名詞,一般,*,*,*,*,ドラマ,ドラマ,ドラマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
見る	動詞,自立,*,*,一段,基本形,見る,ミル,ミル,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
見る	動詞,自立,*,*,一段,基本形,見る,ミル,ミル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
芸能人	名詞,一般,*,*,*,*,芸能人,ゲイノウジン,ゲイノージン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
芸能人	名詞,一般,*,*,*,*,芸能人,ゲイノウジン,ゲイノージン,s
について	助詞,格助詞,連語,*,*,*,について,ニツイテ,ニツイテ,s
詳しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,詳しい,クワシク,クワシク,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
芸能人	名詞,一般,*,*,*,*,芸能人,ゲイノウジン,ゲイノージン,i
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
香港	名詞,固有名詞,地域,一般,*,*,香港,ホンコン,ホンコン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ジャクソン	名詞,固有名詞,人名,姓,*,*,ジャクソン,ジャクソン,ジャクソン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ジャクソン	名詞,固有名詞,人名,姓,*,*,ジャクソン,ジャクソン,ジャクソン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
一人	名詞,一般,*,*,*,*,一人,ヒトリ,ヒトリ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
子	名詞,一般,*,*,*,*,子,コ,コ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
ちゃっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,ちゃう,チャッ,チャッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ジャクソン	名詞,固有名詞,人名,姓,*,*,ジャクソン,ジャクソン,ジャクソン,i
、	記号,読点,*,*,*,*,、,、,、,i
ワンジャクソン	名詞,固有名詞,人名,名,*,*,ワンジャクソン,ワンジャクソン,ワンジャクソン,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
知ら	動詞,自立,*,*,五段・ラ行,未然形,知る,シラ,シラ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ワンジャクソン	名詞,固有名詞,人名,名,*,*,ワンジャクソン,ワンジャクソン,ワンジャクソン,s
、	記号,読点,*,*,*,*,、,、,、,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
伝わら	動詞,自立,*,*,五段・ラ行,未然形,伝わる,ツタワラ,ツタワラ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,i
かっこいい	形容詞,自立,*,*,不変化型,基本形,かっこいい,カッコイイ,カッコイー,i
く	動詞,非自立,*,*,五段・カ行促音便,基本形・縮約形,いく,ク,ク,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
写真	名詞,一般,*,*,*,*,写真,シャシン,シャシン,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
見せ	動詞,自立,*,*,一段,連用形,見せる,ミセ,ミセ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれれ	動詞,非自立,*,*,一段・クレル,仮定形,くれる,クレレ,クレレ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,i
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,i
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
元々	副詞,助詞類接続,*,*,*,*,元々,モトモト,モトモト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
デビュー	名詞,サ変接続,*,*,*,*,デビュー,デビュー,デビュー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
、	記号,読点,*,*,*,*,、,、,、,i
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
分かる	動詞,自立,*,*,五段・ラ行,基本形,分かる,ワカル,ワカル,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,s
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,s
っけ	助詞,終助詞,*,*,*,*,っけ,ッケ,ッケ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ワンジャクソン	名詞,固有名詞,人名,名,*,*,ワンジャクソン,ワンジャクソン,ワンジャクソン,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
、	記号,読点,*,*,*,*,、,、,、,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
女の子	名詞,一般,*,*,*,*,女の子,オンナノコ,オンナノコ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
惚れ	動詞,自立,*,*,一段,連用形,惚れる,ホレ,ホレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,i
かっこいい	形容詞,自立,*,*,不変化型,基本形,かっこいい,カッコイイ,カッコイー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
有名	名詞,形容動詞語幹,*,*,*,*,有名,ユウメイ,ユーメイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
かっこいい	形容詞,自立,*,*,不変化型,基本形,かっこいい,カッコイイ,カッコイー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,s
系	名詞,接尾,一般,*,*,*,系,ケイ,ケイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ファッション	名詞,一般,*,*,*,*,ファッション,ファッション,ファッション,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
すっごく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,すっごい,スッゴク,スッゴク,s
流行っ	動詞,自立,*,*,五段・ラ行,連用タ接続,流行る,ハヤッ,ハヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
、	記号,読点,*,*,*,*,、,、,、,i
確かに	感動詞,*,*,*,*,*,確かに,タシカニ,タシカニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
なんで	副詞,一般,*,*,*,*,なんで,ナンデ,ナンデ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
韓国	名詞,固有名詞,地域,国,*,*,韓国,カンコク,カンコク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
メイク	名詞,サ変接続,*,*,*,*,メイク,メイク,メイク,i
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
髪型	名詞,一般,*,*,*,*,髪型,カミガタ,カミガタ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
髪型	名詞,一般,*,*,*,*,髪型,カミガタ,カミガタ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
流行っ	動詞,自立,*,*,五段・ラ行,連用タ接続,流行る,ハヤッ,ハヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
影響	名詞,サ変接続,*,*,*,*,影響,エイキョウ,エイキョー,i
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
KPOP	名詞,一般,*,*,*,*,KPOP,KPOP,KPOP,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
アイドル	名詞,一般,*,*,*,*,アイドル,アイドル,アイドル,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
