つ	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ツ,ツ
ゆきあとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ゆきあたる,ユキアトウ,ユキアトー
合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,合う,オウ,オー
経上ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,経上がる,ヘアゴウ,ヘアゴー
立ち上ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,立ち上がる,タチアゴウ,タチアゴー
ざんねんごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ざんねんがる,ザンネンゴウ,ザンネンゴー
はりおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,はりあう,ハリオウ,ハリオー
解けおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,解けあう,トケオウ,トケオー
窺う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,窺う,ウカゴウ,ウカゴー
たちいとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,たちいたる,タチイトウ,タチイトー
消え残う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,消え残る,キエノコウ,キエノコー
建う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,建つ,トウ,トー
もみおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,もみあう,モミオウ,モミオー
立回う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,立回る,タチマオウ,タチマオー
わたりおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,わたりあう,ワタリオウ,ワタリオー
うずもう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,うずもる,ウズモウ,ウズモー
糶う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,糶る,セウ,セー
澄みわとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,澄みわたる,スミワトウ,スミワトー
填う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,填る,ハモウ,ハモー
たちなおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,たちなおる,タチナオウ,タチナオー
跳ねあごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,跳ねあがる,ハネアゴウ,ハネアゴー
馴れ合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,馴れ合う,ナレオウ,ナレオー
守う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,守る,マモウ,マモー
たちそう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,たちそう,タチソウ,タチソー
かりきう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,かりきる,カリキウ,カリキー
食違う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,食違う,クイチゴウ,クイチゴー
せせくう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,せせくる,セセクウ,セセクー
触回う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,触回る,フレマオウ,フレマオー
走り回う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,走り回る,ハシリマオウ,ハシリマオー
にぎおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,にぎわう,ニギオウ,ニギオー
こわぼう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,こわばる,コワボウ,コワボー
すいとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,すいとる,スイトウ,スイトー
航う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,航る,ワトウ,ワトー
かけまおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,かけまわる,カケマオウ,カケマオー
思い止う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,思い止る,オモイトモウ,オモイトモー
凝り固もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,凝り固まる,コリカタモウ,コリカタモー
向き直う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,向き直る,ムキナオウ,ムキナオー
塞ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,塞がる,フサゴウ,フサゴー
ふちどう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ふちどる,フチドウ,フチドー
相伴う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,相伴う,アイトモノウ,アイトモノー
売り払う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,売り払う,ウリハロウ,ウリハロー
吸い取う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,吸い取る,スイトウ,スイトー
もどう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,もどる,モドウ,モドー
つめきう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,つめきる,ツメキウ,ツメキー
あてごう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,あてがう,アテゴウ,アテゴー
捨て去う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,捨て去る,ステシヨウ,ステシヨー
仕上う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,仕上る,シアゴウ,シアゴー
烟う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,烟る,ケブウ,ケブー
臥せう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,臥せる,フセウ,フセー
立ち去う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,立ち去る,タチシヨウ,タチシヨー
ねらい打う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,ねらい打つ,ネライウウ,ネライウー
はびこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,はびこる,ハビコウ,ハビコー
則う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,則る,ノウトウ,ノウトー
しぶう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,しぶる,シブウ,シブー
握う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,握る,ニギウ,ニギー
係おう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,係わる,カカオウ,カカオー
しゃぶう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,しゃぶる,シャブウ,シャブー
降かこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,降かかる,フリカコウ,フリカコー
物言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,物言う,モノユウ,モノユー
物言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,物言う,モノイウ,モノイー
とびこう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,とびかう,トビコウ,トビコー
適う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,適う,カノウ,カノー
おしきう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,おしきる,オシキウ,オシキー
助け合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,助け合う,タスケオウ,タスケオー
改もう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,改まる,アラタモウ,アラタモー
伐う	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,伐つ,ウウ,ウー
入りまじう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,入りまじる,イリマジウ,イリマジー
見積う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,見積る,ミツモウ,ミツモー
襲かこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,襲かかる,オソイカコウ,オソイカコー
言い寄う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,言い寄る,イイヨウ,イーヨー
さきおう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,さきわう,サキオウ,サキオー
切りかこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,切りかかる,キリカコウ,キリカコー
あげつろう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,あげつらる,アゲツロウ,アゲツロー
骨ぼう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,骨ばる,ホネボウ,ホネボー
誘いまくう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,誘いまくる,サソイマクウ,サソイマクー
読み誤う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,読み誤る,ヨミアヤモウ,ヨミアヤモー
ふきとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ふきとる,フキトウ,フキトー
ためろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,ためらう,タメロウ,タメロー
おもいわずらう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,おもいわずらう,オモイワズロウ,オモイワズロー
徹う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,徹る,トオウ,トーー
かいくう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,かいくる,カイクウ,カイクー
おぶう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,おぶる,オブウ,オブー
たちのぼう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,たちのぼる,タチノボウ,タチノボー
ちょんぎう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ちょんぎる,チョンギウ,チョンギー
付け上ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,付け上がる,ツケアゴウ,ツケアゴー
形づくう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,形づくる,カタチヅクウ,カタチズクー
つうぶう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,つうぶる,ツウブウ,ツーブー
舞い上ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,舞い上がる,マイアゴウ,マイアゴー
きり入う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,きり入る,キリイウ,キリイー
先走う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,先走る,サキバシウ,サキバシー
ふきはろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,ふきはらう,フキハロウ,フキハロー
起あごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,起あがる,オキアゴウ,オキアゴー
咲き誇う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,咲き誇る,サキホコウ,サキホコー
ふみにじう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ふみにじる,フミニジウ,フミニジー
浮び上ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,浮び上がる,ウカビアゴウ,ウカビアゴー
悟う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,悟る,サトウ,サトー
ふれ合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,ふれ合う,フレオウ,フレオー
きう	動詞,非自立,*,*,五段・ラ行ウ音便,連用タ接続,きる,キウ,キー
振りはろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,振りはらう,フリハロウ,フリハロー
せばもう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,せばまる,セバモウ,セバモー
しくじう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,しくじる,シクジウ,シクジー
にえたぎう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,にえたぎる,ニエタギウ,ニエタギー
牛耳う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,牛耳る,ギュウジウ,ギュージー
とどこおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,とどこおる,トドコオウ,トドコーー
きえしょう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,きえさる,キエシヨウ,キエシヨー
這入う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,這入る,ハイイウ,ハイイー
思いとう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,思いたつ,オモイトウ,オモイトー
関おう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,関わる,カカオウ,カカオー
鳴う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,鳴る,ノウ,ノー
あるきまおう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,あるきまわる,アルキマオウ,アルキマオー
乗り移う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,乗り移る,ノリウツウ,ノリウツー
手伝う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,手伝う,テツドウ,テツドー
飛回う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,飛回る,トビマオウ,トビマオー
くずれしょう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,くずれさる,クズレシヨウ,クズレシヨー
手繰う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,手繰る,タグウ,タグー
彩う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,彩る,イロドウ,イロドー
くいちごう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,くいちがう,クイチゴウ,クイチゴー
放う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,放る,ホウウ,ホーー
組織どう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,組織だつ,ソシキドウ,ソシキドー
冴え渡う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,冴え渡る,サエワトウ,サエワトー
さしあとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,さしあたる,サシアトウ,サシアトー
まともう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,まとまる,マトモウ,マトモー
ひきこもう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ひきこもる,ヒキコモウ,ヒキコモー
ちごう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,ちがう,チゴウ,チゴー
追いやう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,追いやる,オイヤウ,オイヤー
繁り合う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,繁り合う,シゲリオウ,シゲリオー
おぶしょう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,おぶさる,オブシヨウ,オブシヨー
吊上ごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,吊上がる,ツリアゴウ,ツリアゴー
臭う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,臭う,ニオウ,ニオー
へつろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,へつらう,ヘツロウ,ヘツロー
ひねう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ひねる,ヒネウ,ヒネー
曇う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,曇る,クモウ,クモー
ぶったぎう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,ぶったぎる,ブウタギウ,ブウタギー
付け加おう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,付け加わる,ツケクワオウ,ツケクワオー
てろう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,てらう,テロウ,テロー
這い纏う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,這い纏る,ハイマツオウ,ハイマツオー
交じょう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,交ざる,マジヨウ,マジヨー
鳴きしきう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,鳴きしきる,ナキシキウ,ナキシキー
うばいとう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,うばいとる,ウバイトウ,ウバイトー
かくもう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,かくまう,カクモウ,カクモー
飛乗う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,飛乗る,トビノウ,トビノー
きかこう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,きかかる,キカコウ,キカコー
こんがらごう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,こんがらがる,コンガラゴウ,コンガラゴー
出切う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,出切る,デキウ,デキー
教おう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,教わる,オソオウ,オソオー
滞う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,滞る,トドコオウ,トドコーー
ふりはのう	動詞,自立,*,*,五段・タ行ウ音便,連用タ接続,ふりはなつ,フリハノウ,フリハノー
飛び回う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,飛び回る,トビマオウ,トビマオー
走う	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,走る,ハシウ,ハシー
寄り掛こう	動詞,自立,*,*,五段・ラ行ウ音便,連用タ接続,寄り掛かる,ヨリカコウ,ヨリカコー
