問掛けれる	動詞,自立,*,*,一段・可能,基本形,問掛けれる,トイカケレル,トイカケレル
りかいしあえれれ	動詞,自立,*,*,一段・可能,仮定形,りかいしあえれる,リカイシアエレレ,リカイシアエレレ
りかいしあえれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,りかいしあえれる,リカイシアエレリャ,リカイシアエレリャ
りかいしあえれん	動詞,自立,*,*,一段・可能,体言接続特殊,りかいしあえれる,リカイシアエレン,リカイシアエレン
併せれる	動詞,自立,*,*,一段・可能,基本形,併せれる,アワセレル,アワセレル
併せれ	動詞,自立,*,*,一段・可能,未然形,併せれる,アワセレ,アワセレ
併せれ	動詞,自立,*,*,一段・可能,連用形,併せれる,アワセレ,アワセレ
併せれれ	動詞,自立,*,*,一段・可能,仮定形,併せれる,アワセレレ,アワセレレ
併せれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,併せれる,アワセレリャ,アワセレリャ
併せれん	動詞,自立,*,*,一段・可能,体言接続特殊,併せれる,アワセレン,アワセレン
ちりばめれる	動詞,自立,*,*,一段・可能,基本形,ちりばめれる,チリバメレル,チリバメレル
ちりばめれ	動詞,自立,*,*,一段・可能,未然形,ちりばめれる,チリバメレ,チリバメレ
ちりばめれ	動詞,自立,*,*,一段・可能,連用形,ちりばめれる,チリバメレ,チリバメレ
ちりばめれれ	動詞,自立,*,*,一段・可能,仮定形,ちりばめれる,チリバメレレ,チリバメレレ
ちりばめれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,ちりばめれる,チリバメレリャ,チリバメレリャ
ちりばめれん	動詞,自立,*,*,一段・可能,体言接続特殊,ちりばめれる,チリバメレン,チリバメレン
狂れれる	動詞,自立,*,*,一段・可能,基本形,狂れれる,フレレル,フレレル
狂れれ	動詞,自立,*,*,一段・可能,未然形,狂れれる,フレレ,フレレ
狂れれ	動詞,自立,*,*,一段・可能,連用形,狂れれる,フレレ,フレレ
狂れれれ	動詞,自立,*,*,一段・可能,仮定形,狂れれる,フレレレ,フレレレ
狂れれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,狂れれる,フレレリャ,フレレリャ
狂れれん	動詞,自立,*,*,一段・可能,体言接続特殊,狂れれる,フレレン,フレレン
責付けれる	動詞,自立,*,*,一段・可能,基本形,責付けれる,セメツケレル,セメツケレル
責付けれ	動詞,自立,*,*,一段・可能,未然形,責付けれる,セメツケレ,セメツケレ
責付けれ	動詞,自立,*,*,一段・可能,連用形,責付けれる,セメツケレ,セメツケレ
責付けれれ	動詞,自立,*,*,一段・可能,仮定形,責付けれる,セメツケレレ,セメツケレレ
責付けれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,責付けれる,セメツケレリャ,セメツケレリャ
責付けれん	動詞,自立,*,*,一段・可能,体言接続特殊,責付けれる,セメツケレン,セメツケレン
備えれる	動詞,自立,*,*,一段・可能,基本形,備えれる,ソナエレル,ソナエレル
備えれ	動詞,自立,*,*,一段・可能,未然形,備えれる,ソナエレ,ソナエレ
備えれ	動詞,自立,*,*,一段・可能,連用形,備えれる,ソナエレ,ソナエレ
備えれれ	動詞,自立,*,*,一段・可能,仮定形,備えれる,ソナエレレ,ソナエレレ
備えれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,備えれる,ソナエレリャ,ソナエレリャ
備えれん	動詞,自立,*,*,一段・可能,体言接続特殊,備えれる,ソナエレン,ソナエレン
人なれれる	動詞,自立,*,*,一段・可能,基本形,人なれれる,ヒトナレレル,ヒトナレレル
人なれれ	動詞,自立,*,*,一段・可能,未然形,人なれれる,ヒトナレレ,ヒトナレレ
人なれれ	動詞,自立,*,*,一段・可能,連用形,人なれれる,ヒトナレレ,ヒトナレレ
人なれれれ	動詞,自立,*,*,一段・可能,仮定形,人なれれる,ヒトナレレレ,ヒトナレレレ
人なれれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,人なれれる,ヒトナレレリャ,ヒトナレレリャ
人なれれん	動詞,自立,*,*,一段・可能,体言接続特殊,人なれれる,ヒトナレレン,ヒトナレレン
しつらえれる	動詞,自立,*,*,一段・可能,基本形,しつらえれる,シツラエレル,シツラエレル
しつらえれ	動詞,自立,*,*,一段・可能,未然形,しつらえれる,シツラエレ,シツラエレ
しつらえれ	動詞,自立,*,*,一段・可能,連用形,しつらえれる,シツラエレ,シツラエレ
しつらえれれ	動詞,自立,*,*,一段・可能,仮定形,しつらえれる,シツラエレレ,シツラエレレ
しつらえれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,しつらえれる,シツラエレリャ,シツラエレリャ
しつらえれん	動詞,自立,*,*,一段・可能,体言接続特殊,しつらえれる,シツラエレン,シツラエレン
つよめれる	動詞,自立,*,*,一段・可能,基本形,つよめれる,ツヨメレル,ツヨメレル
つよめれ	動詞,自立,*,*,一段・可能,未然形,つよめれる,ツヨメレ,ツヨメレ
つよめれ	動詞,自立,*,*,一段・可能,連用形,つよめれる,ツヨメレ,ツヨメレ
つよめれれ	動詞,自立,*,*,一段・可能,仮定形,つよめれる,ツヨメレレ,ツヨメレレ
つよめれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,つよめれる,ツヨメレリャ,ツヨメレリャ
つよめれん	動詞,自立,*,*,一段・可能,体言接続特殊,つよめれる,ツヨメレン,ツヨメレン
固めれる	動詞,自立,*,*,一段・可能,基本形,固めれる,カタメレル,カタメレル
固めれ	動詞,自立,*,*,一段・可能,未然形,固めれる,カタメレ,カタメレ
固めれ	動詞,自立,*,*,一段・可能,連用形,固めれる,カタメレ,カタメレ
固めれれ	動詞,自立,*,*,一段・可能,仮定形,固めれる,カタメレレ,カタメレレ
固めれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,固めれる,カタメレリャ,カタメレリャ
固めれん	動詞,自立,*,*,一段・可能,体言接続特殊,固めれる,カタメレン,カタメレン
宥めれる	動詞,自立,*,*,一段・可能,基本形,宥めれる,ナダメレル,ナダメレル
宥めれ	動詞,自立,*,*,一段・可能,未然形,宥めれる,ナダメレ,ナダメレ
宥めれ	動詞,自立,*,*,一段・可能,連用形,宥めれる,ナダメレ,ナダメレ
宥めれれ	動詞,自立,*,*,一段・可能,仮定形,宥めれる,ナダメレレ,ナダメレレ
宥めれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,宥めれる,ナダメレリャ,ナダメレリャ
宥めれん	動詞,自立,*,*,一段・可能,体言接続特殊,宥めれる,ナダメレン,ナダメレン
怠けれる	動詞,自立,*,*,一段・可能,基本形,怠けれる,ナマケレル,ナマケレル
怠けれ	動詞,自立,*,*,一段・可能,未然形,怠けれる,ナマケレ,ナマケレ
怠けれ	動詞,自立,*,*,一段・可能,連用形,怠けれる,ナマケレ,ナマケレ
怠けれれ	動詞,自立,*,*,一段・可能,仮定形,怠けれる,ナマケレレ,ナマケレレ
怠けれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,怠けれる,ナマケレリャ,ナマケレリャ
怠けれん	動詞,自立,*,*,一段・可能,体言接続特殊,怠けれる,ナマケレン,ナマケレン
思いがけれる	動詞,自立,*,*,一段・可能,基本形,思いがけれる,オモイガケレル,オモイガケレル
思いがけれ	動詞,自立,*,*,一段・可能,未然形,思いがけれる,オモイガケレ,オモイガケレ
思いがけれ	動詞,自立,*,*,一段・可能,連用形,思いがけれる,オモイガケレ,オモイガケレ
思いがけれれ	動詞,自立,*,*,一段・可能,仮定形,思いがけれる,オモイガケレレ,オモイガケレレ
思いがけれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,思いがけれる,オモイガケレリャ,オモイガケレリャ
思いがけれん	動詞,自立,*,*,一段・可能,体言接続特殊,思いがけれる,オモイガケレン,オモイガケレン
ふるぼけれる	動詞,自立,*,*,一段・可能,基本形,ふるぼけれる,フルボケレル,フルボケレル
ふるぼけれ	動詞,自立,*,*,一段・可能,未然形,ふるぼけれる,フルボケレ,フルボケレ
ふるぼけれ	動詞,自立,*,*,一段・可能,連用形,ふるぼけれる,フルボケレ,フルボケレ
ふるぼけれれ	動詞,自立,*,*,一段・可能,仮定形,ふるぼけれる,フルボケレレ,フルボケレレ
ふるぼけれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,ふるぼけれる,フルボケレリャ,フルボケレリャ
ふるぼけれん	動詞,自立,*,*,一段・可能,体言接続特殊,ふるぼけれる,フルボケレン,フルボケレン
さずけれる	動詞,自立,*,*,一段・可能,基本形,さずけれる,サズケレル,サズケレル
さずけれ	動詞,自立,*,*,一段・可能,未然形,さずけれる,サズケレ,サズケレ
さずけれ	動詞,自立,*,*,一段・可能,連用形,さずけれる,サズケレ,サズケレ
さずけれれ	動詞,自立,*,*,一段・可能,仮定形,さずけれる,サズケレレ,サズケレレ
さずけれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,さずけれる,サズケレリャ,サズケレリャ
さずけれん	動詞,自立,*,*,一段・可能,体言接続特殊,さずけれる,サズケレン,サズケレン
こじつけれる	動詞,自立,*,*,一段・可能,基本形,こじつけれる,コジツケレル,コジツケレル
こじつけれ	動詞,自立,*,*,一段・可能,未然形,こじつけれる,コジツケレ,コジツケレ
こじつけれ	動詞,自立,*,*,一段・可能,連用形,こじつけれる,コジツケレ,コジツケレ
こじつけれれ	動詞,自立,*,*,一段・可能,仮定形,こじつけれる,コジツケレレ,コジツケレレ
こじつけれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,こじつけれる,コジツケレリャ,コジツケレリャ
こじつけれん	動詞,自立,*,*,一段・可能,体言接続特殊,こじつけれる,コジツケレン,コジツケレン
かんけいづけれる	動詞,自立,*,*,一段・可能,基本形,かんけいづけれる,カンケイヅケレル,カンケイズケレル
かんけいづけれ	動詞,自立,*,*,一段・可能,未然形,かんけいづけれる,カンケイヅケレ,カンケイズケレ
かんけいづけれ	動詞,自立,*,*,一段・可能,連用形,かんけいづけれる,カンケイヅケレ,カンケイズケレ
かんけいづけれれ	動詞,自立,*,*,一段・可能,仮定形,かんけいづけれる,カンケイヅケレレ,カンケイズケレレ
かんけいづけれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,かんけいづけれる,カンケイヅケレリャ,カンケイズケレリャ
かんけいづけれん	動詞,自立,*,*,一段・可能,体言接続特殊,かんけいづけれる,カンケイヅケレン,カンケイズケレン
ねじくれれる	動詞,自立,*,*,一段・可能,基本形,ねじくれれる,ネジクレレル,ネジクレレル
ねじくれれ	動詞,自立,*,*,一段・可能,未然形,ねじくれれる,ネジクレレ,ネジクレレ
ねじくれれ	動詞,自立,*,*,一段・可能,連用形,ねじくれれる,ネジクレレ,ネジクレレ
ねじくれれれ	動詞,自立,*,*,一段・可能,仮定形,ねじくれれる,ネジクレレレ,ネジクレレレ
ねじくれれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,ねじくれれる,ネジクレレリャ,ネジクレレリャ
ねじくれれん	動詞,自立,*,*,一段・可能,体言接続特殊,ねじくれれる,ネジクレレン,ネジクレレン
言立てれる	動詞,自立,*,*,一段・可能,基本形,言立てれる,イイタテレル,イータテレル
言立てれ	動詞,自立,*,*,一段・可能,未然形,言立てれる,イイタテレ,イータテレ
言立てれ	動詞,自立,*,*,一段・可能,連用形,言立てれる,イイタテレ,イータテレ
言立てれれ	動詞,自立,*,*,一段・可能,仮定形,言立てれる,イイタテレレ,イータテレレ
言立てれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,言立てれる,イイタテレリャ,イータテレリャ
言立てれん	動詞,自立,*,*,一段・可能,体言接続特殊,言立てれる,イイタテレン,イータテレン
差支えれる	動詞,自立,*,*,一段・可能,基本形,差支えれる,サシツカエレル,サシツカエレル
差支えれ	動詞,自立,*,*,一段・可能,未然形,差支えれる,サシツカエレ,サシツカエレ
差支えれ	動詞,自立,*,*,一段・可能,連用形,差支えれる,サシツカエレ,サシツカエレ
差支えれれ	動詞,自立,*,*,一段・可能,仮定形,差支えれる,サシツカエレレ,サシツカエレレ
差支えれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,差支えれる,サシツカエレリャ,サシツカエレリャ
差支えれん	動詞,自立,*,*,一段・可能,体言接続特殊,差支えれる,サシツカエレン,サシツカエレン
割れる	動詞,自立,*,*,一段・可能,基本形,割れる,ワレレル,ワレレル
割れ	動詞,自立,*,*,一段・可能,未然形,割れる,ワレレ,ワレレ
割れ	動詞,自立,*,*,一段・可能,連用形,割れる,ワレレ,ワレレ
割れれ	動詞,自立,*,*,一段・可能,仮定形,割れる,ワレレレ,ワレレレ
割れりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,割れる,ワレレリャ,ワレレリャ
割れん	動詞,自立,*,*,一段・可能,体言接続特殊,割れる,ワレレン,ワレレン
切換えれる	動詞,自立,*,*,一段・可能,基本形,切換えれる,キリカエレル,キリカエレル
切換えれ	動詞,自立,*,*,一段・可能,未然形,切換えれる,キリカエレ,キリカエレ
切換えれ	動詞,自立,*,*,一段・可能,連用形,切換えれる,キリカエレ,キリカエレ
切換えれれ	動詞,自立,*,*,一段・可能,仮定形,切換えれる,キリカエレレ,キリカエレレ
切換えれりゃ	動詞,自立,*,*,一段・可能,仮定縮約１,切換えれる,キリカエレリャ,キリカエレリャ
切換えれん	動詞,自立,*,*,一段・可能,体言接続特殊,切換えれる,キリカエレン,キリカエレン
しみったれれる	動詞,自立,*,*,一段・可能,基本形,しみったれれる,シミッタレレル,シミッタレレル
