あつこわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,あつかう,アツコワ,アツコワ
かさばわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かさばる,カサボワ,カサボワ
冴えわたわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,冴えわたる,サエワトワ,サエワトワ
打ちはらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,打ちはらう,ウチハロワ,ウチハロワ
たよわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たよる,タヨワ,タヨワ
出あわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,出あう,デオワ,デオワ
四角張わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,四角張る,シカクボワ,シカクボワ
からかわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,からかう,カラコワ,カラコワ
どなわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,どなる,ドノワ,ドノワ
上わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,上る,ノボワ,ノボワ
奮い立わ	動詞,自立,*,*,五段・タ行,未然形,奮い立つ,フルイトワ,フルイトワ
巡り合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,巡り合う,メグリオワ,メグリオワ
もたれ掛かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,もたれ掛かる,モタレカコワ,モタレカコワ
そわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,そる,ソワ,ソワ
こぎわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,こぎる,コギワ,コギワ
かきとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かきとる,カキトワ,カキトワ
育わ	動詞,自立,*,*,五段・タ行,未然形,育つ,ソドワ,ソドワ
あいうわ	動詞,自立,*,*,五段・タ行,未然形,あいうつ,アイウワ,アイウワ
炊あがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,炊あがる,タキアゴワ,タキアゴワ
のめわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,のめる,ノメワ,ノメワ
落わ	動詞,自立,*,*,五段・タ行,未然形,落つ,オワ,オワ
迫わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,迫る,セモワ,セモワ
見限わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,見限る,ミカギワ,ミカギワ
巣篭わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,巣篭る,スゴモワ,スゴモワ
煩わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,煩う,ワズロワ,ワズロワ
間にあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,間にあう,マニオワ,マニオワ
抜き放わ	動詞,自立,*,*,五段・タ行,未然形,抜き放つ,ヌキハノワ,ヌキハノワ
偽わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,偽る,イツヲワ,イツヲワ
垂さがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,垂さがる,タレサゴワ,タレサゴワ
想わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,想う,オモワ,オモワ
奢わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,奢る,オゴワ,オゴワ
寄り切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,寄り切る,ヨリキワ,ヨリキワ
突っかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,突っかかる,ツウカコワ,ツウカコワ
つらなわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つらなる,ツラノワ,ツラノワ
むさぼわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,むさぼる,ムサボワ,ムサボワ
付随わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,付随う,ツキシタゴワ,ツキシタゴワ
賑わわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,賑わう,ニギヲワ,ニギヲワ
あまがけわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あまがける,アマガケワ,アマガケワ
切羽詰まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,切羽詰まる,セウパツモワ,セウパツモワ
食切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,食切る,クイキワ,クイキワ
給わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,給う,タモワ,タモワ
のしあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,のしあがる,ノシアゴワ,ノシアゴワ
叶わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,叶う,カノワ,カノワ
つたわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つたわる,ツタヲワ,ツタヲワ
あやどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あやどる,アヤドワ,アヤドワ
さしせまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,さしせまる,サシセモワ,サシセモワ
追い使わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,追い使う,オイツコワ,オイツコワ
流行わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,流行る,ハヤワ,ハヤワ
とりいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,とりいる,トリイワ,トリイワ
浸かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,浸かる,ツコワ,ツコワ
おくまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,おくまる,オクモワ,オクモワ
とりそろわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,とりそろう,トリソロワ,トリソロワ
蟠わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,蟠る,ワダカモワ,ワダカモワ
峙わ	動詞,自立,*,*,五段・タ行,未然形,峙つ,ソバドワ,ソバドワ
いぶかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,いぶかる,イブコワ,イブコワ
しぼわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,しぼる,シボワ,シボワ
立ち寄わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立ち寄る,タチヨワ,タチヨワ
塗りたくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,塗りたくる,ヌリタクワ,ヌリタクワ
入れ替わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,入れ替る,イレカヲワ,イレカヲワ
売わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,売る,ウワ,ウワ
乗り掛かわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,乗り掛かる,ノリカコワ,ノリカコワ
羞じらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,羞じらう,ハジロワ,ハジロワ
みあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,みあう,ミオワ,ミオワ
出張わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,出張る,デボワ,デボワ
すまわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,すまう,スモワ,スモワ
沸き上がわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,沸き上がる,ワキアゴワ,ワキアゴワ
歩き回わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,歩き回る,アルキマヲワ,アルキマヲワ
ぬぐわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,ぬぐう,ヌグワ,ヌグワ
血走わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,血走る,チバシワ,チバシワ
煉わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,煉る,ネワ,ネワ
目盛わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,目盛る,メモワ,メモワ
死にそこなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,死にそこなう,シニソコノワ,シニソコノワ
やわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,やる,ヤワ,ヤワ
飛び掛わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,飛び掛る,トビカコワ,トビカコワ
いいあらそわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,いいあらそう,イイアラソワ,イーアラソワ
すべくくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すべくくる,スベククワ,スベククワ
掴みあわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,掴みあう,ツカミオワ,ツカミオワ
堪わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,堪る,タモワ,タモワ
なりたわ	動詞,自立,*,*,五段・タ行,未然形,なりたつ,ナリトワ,ナリトワ
思いあたわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,思いあたる,オモイアトワ,オモイアトワ
あやつわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,あやつる,アヤツワ,アヤツワ
責め合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,責め合う,セメオワ,セメオワ
巡り会わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,巡り会う,メグリオワ,メグリオワ
ひっかぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひっかぶる,ヒウカブワ,ヒウカブワ
疑わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,疑う,ウタゴワ,ウタゴワ
唄わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,唄う,ウトワ,ウトワ
掴まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,掴まる,ツカモワ,ツカモワ
なりあがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,なりあがる,ナリアゴワ,ナリアゴワ
弱まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,弱まる,ヨワモワ,ヨワモワ
取り縋わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,取り縋る,トリスゴワ,トリスゴワ
収まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,収まる,オサモワ,オサモワ
亙わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,亙る,ワトワ,ワトワ
すべわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,すべる,スベワ,スベワ
がなわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,がなる,ガノワ,ガノワ
見遣わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,見遣る,ミヤワ,ミヤワ
かけめぐわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かけめぐる,カケメグワ,カケメグワ
つっかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つっかかる,ツウカコワ,ツウカコワ
負ぶさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,負ぶさる,オブシヨワ,オブシヨワ
聞き取わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,聞き取る,キキトワ,キキトワ
表立わ	動詞,自立,*,*,五段・タ行,未然形,表立つ,オモテドワ,オモテドワ
見張わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,見張る,ミホワ,ミホワ
差昇わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,差昇る,サシノボワ,サシノボワ
言切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,言切る,イイキワ,イーキワ
出で立わ	動詞,自立,*,*,五段・タ行,未然形,出で立つ,イデトワ,イデトワ
ぶつかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ぶつかる,ブツコワ,ブツコワ
ふせわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ふせる,フセワ,フセワ
逆らわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,逆らう,サカロワ,サカロワ
閉め切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,閉め切る,シメキワ,シメキワ
患わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,患う,ワズロワ,ワズロワ
漁わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,漁る,アシヨワ,アシヨワ
漁わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,漁る,スナドワ,スナドワ
いらわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,いらう,イロワ,イロワ
通りかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,通りかかる,トオリカコワ,トーリカコワ
気にいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,気にいる,キニイワ,キニイワ
しなわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,しなう,シノワ,シノワ
押つまわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,押つまる,オシツモワ,オシツモワ
さいばしわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,さいばしる,サイバシワ,サイバシワ
振放わ	動詞,自立,*,*,五段・タ行,未然形,振放つ,フリハノワ,フリハノワ
揺すぶわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,揺すぶる,ユスブワ,ユスブワ
かよわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,かよう,カヨワ,カヨワ
うけもわ	動詞,自立,*,*,五段・タ行,未然形,うけもつ,ウケモワ,ウケモワ
渡わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,渡る,ワトワ,ワトワ
さきほこわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,さきほこる,サキホコワ,サキホコワ
引き立わ	動詞,自立,*,*,五段・タ行,未然形,引き立つ,ヒキトワ,ヒキトワ
召し捕わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,召し捕る,メシトワ,メシトワ
通わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,通る,トオワ,トーワ
狂わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,狂う,クルワ,クルワ
住まわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,住まう,スモワ,スモワ
引払わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,引払う,ヒキハロワ,ヒキハロワ
はやわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,はやる,ハヤワ,ハヤワ
踞わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,踞る,ウズクモワ,ウズクモワ
染あがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,染あがる,ソメアゴワ,ソメアゴワ
たちもどわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たちもどる,タチモドワ,タチモドワ
克わ	動詞,自立,*,*,五段・タ行,未然形,克つ,コワ,コワ
咳き入わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,咳き入る,セキイワ,セキイワ
ひきとわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ひきとる,ヒキトワ,ヒキトワ
静まわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,静まる,シズモワ,シズモワ
隣合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,隣合う,トナリオワ,トナリオワ
居坐わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,居坐る,イスヲワ,イスヲワ
報わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,報う,ムクワ,ムクワ
はさみきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,はさみきる,ハサミキワ,ハサミキワ
治わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,治る,ナオワ,ナオワ
そばだわ	動詞,自立,*,*,五段・タ行,未然形,そばだつ,ソバドワ,ソバドワ
まつわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,まつわる,マツヲワ,マツヲワ
煮え滾わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,煮え滾る,ニエタギワ,ニエタギワ
翳わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,翳る,カゲワ,カゲワ
つっぱしわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,つっぱしる,ツウパシワ,ツウパシワ
かどだわ	動詞,自立,*,*,五段・タ行,未然形,かどだつ,カドドワ,カドドワ
きしわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,きしる,キシワ,キシワ
立てこもわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,立てこもる,タテコモワ,タテコモワ
聞損なわ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,聞損なう,キキソコノワ,キキソコノワ
読み耽わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,読み耽る,ヨミフケワ,ヨミフケワ
滾わ	動詞,自立,*,*,五段・タ行,未然形,滾つ,タギワ,タギワ
熱わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,熱る,ホテワ,ホテワ
たずさわわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たずさわる,タズサヲワ,タズサヲワ
きなさわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,きなさる,キナシヨワ,キナシヨワ
たれさがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,たれさがる,タレサゴワ,タレサゴワ
吹きまくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,吹きまくる,フキマクワ,フキマクワ
へし折わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,へし折る,ヘシオワ,ヘシオワ
張り合わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,張り合う,ハリオワ,ハリオワ
住み替わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,住み替る,スミカヲワ,スミカヲワ
舞戻わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,舞戻る,マイモドワ,マイモドワ
整わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,整う,トトノワ,トトノワ
呵わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,呵る,シコワ,シコワ
だまりこくわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,だまりこくる,ダマリコクワ,ダマリコクワ
ほてわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,ほてる,ホテワ,ホテワ
買切わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,買切る,カイキワ,カイキワ
盛あがわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,盛あがる,モリアゴワ,モリアゴワ
ぶわ	動詞,自立,*,*,五段・タ行,未然形,ぶつ,ブワ,ブワ
振り払わ	動詞,自立,*,*,五段・ワ行ウ音便,未然形,振り払う,フリハロワ,フリハロワ
みきわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,みきる,ミキワ,ミキワ
飛び廻わ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,飛び廻る,トビマヲワ,トビマヲワ
かんじいわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,かんじいる,カンジイワ,カンジイワ
のりかかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,のりかかる,ノリカコワ,ノリカコワ
しもがかわ	動詞,自立,*,*,五段・ラ行ウ音便,未然形,しもがかる,シモガコワ,シモガコワ
