悠介	名詞,固有名詞,人名,名,*,*,悠介,ユウスケ,ユースケ
余暇村公園	名詞,固有名詞,一般,*,*,*,余暇村公園,余暇村公園,余暇村公園
えんげ	名詞,一般,*,*,*,*,えんげ,エンゲ,エンゲ
フィッシングショー	名詞,一般,*,*,*,*,フィッシングショー,フィッシングショー,フィッシングショー
ルアー	名詞,一般,*,*,*,*,ルアー,ルアー,ルアー
エギング	名詞,一般,*,*,*,*,エギング,エギング,エギング
ニモ	名詞,固有名詞,一般,*,*,*,ニモ,ニモ,ニモ
オオサンショウオ	名詞,固有名詞,一般,*,*,*,オオサンショウオ,オオサンショウオ,オオサンショウオ
げいげい	名詞,固有名詞,一般,*,*,*,げいげい,ゲイゲイ,ゲイゲイ
ジャポネーゼ	名詞,固有名詞,一般,*,*,*,ジャポネーゼ,ジャポネーゼ,ジャポネーゼ
シュノーケリング	名詞,一般,*,*,*,*,シュノーケリング,シュノーケリング,シュノーケリング
ウォールマート	名詞,固有名詞,一般,*,*,*,ウォールマート,ウォールマート,ウォールマート
グラッセ	名詞,固有名詞,一般,*,*,*,グラッセ,グラッセ,グラッセ
ハーゲンダッツ	名詞,固有名詞,一般,*,*,*,ハーゲンダッツ,ハーゲンダッツ,ハーゲンダッツ
シャルドネ	名詞,固有名詞,一般,*,*,*,シャルドネ,シャルドネ,シャルドネ
シッロプ	名詞,一般,*,*,*,*,シッロプ,シッロプ,シッロプ
スノーレジャー	名詞,一般,*,*,*,*,スノーレジャー,スノーレジャー,スノーレジャー
アクシス	名詞,固有名詞,一般,*,*,*,アクシス,アクシス,アクシス
ココエ	名詞,固有名詞,一般,*,*,*,ココエ,ココエ,ココエ
八千代香美町	名詞,固有名詞,地域,一般,*,*,八千代香美町,八千代香美町,八千代香美町
ヘーデル	名詞,固有名詞,一般,*,*,*,ヘーデル,ヘーデル,ヘーデル
おかっぱりや	名詞,固有名詞,一般,*,*,*,おかっぱりや,オカッパリヤ,オカッパリヤ
カクレクマノミ	名詞,固有名詞,一般,*,*,*,カクレクマノミ,カクレクマノミ,カクレクマノミ
ジャスティン・ビーバー	名詞,固有名詞,人名,名,*,*,ジャスティン・ビーバー,ジャスティン・ビーバー,ジャスティン・ビーバー
島の町	名詞,固有名詞,地域,一般,*,*,島の町,島ノ町,島ノ町
わかまかつ	名詞,固有名詞,一般,*,*,*,わかまかつ,ワカマカツ,ワカマカツ
トム・ジョンズ	名詞,固有名詞,人名,名,*,*,トム・ジョンズ,トム・ジョンズ,トム・ジョンズ
政トピ	名詞,固有名詞,一般,*,*,*,政トピ,政トピ,政トピ
政策トピックス	名詞,固有名詞,一般,*,*,*,政策トピックス,政策トピックス,政策トピックス
ジョン・スミス	名詞,固有名詞,人名,名,*,*,ジョン・スミス,ジョン・スミス,ジョン・スミス
カナート	名詞,固有名詞,一般,*,*,*,カナート,カナート,カナート
スノードーム	名詞,一般,*,*,*,*,スノードーム,スノードーム,スノードーム
ダッフィー	名詞,固有名詞,一般,*,*,*,ダッフィー,ダッフィー,ダッフィー
ビッグ・サンダー	名詞,固有名詞,一般,*,*,*,ビッグ・サンダー,ビッグ・サンダー,ビッグ・サンダー
アクアトピア	名詞,固有名詞,一般,*,*,*,アクアトピア,アクアトピア,アクアトピア
グーフィー	名詞,固有名詞,一般,*,*,*,グーフィー,グーフィー,グーフィー
プリエ	名詞,固有名詞,一般,*,*,*,プリエ,プリエ,プリエ
テミン	名詞,固有名詞,人名,名,*,*,テミン,テミン,テミン
Jr	名詞,固有名詞,一般,*,*,*,Jr,Jr,Jr
ジャニオタ	名詞,固有名詞,一般,*,*,*,ジャニオタ,ジャニオタ,ジャニオタ
エイター	名詞,固有名詞,一般,*,*,*,エイター,エイター,エイター
シェリーメイ	名詞,固有名詞,一般,*,*,*,シェリーメイ,シェリーメイ,シェリーメイ
JK	名詞,一般,*,*,*,*,JK,JK,JK
ロコモコ	名詞,固有名詞,一般,*,*,*,ロコモコ,ロコモコ,ロコモコ
なれそめ	名詞,固有名詞,一般,*,*,*,なれそめ,ナレソメ,ナレソメ
ダンロップユニック	名詞,固有名詞,一般,*,*,*,ダンロップユニック,ダンロップユニック,ダンロップユニック
ヴィトン	名詞,固有名詞,一般,*,*,*,ヴィトン,ヴィトン,ヴィトン
まねきねこ	名詞,一般,*,*,*,*,まねきねこ,マネキネコ,マネキネコ
八千代北	名詞,固有名詞,地域,一般,*,*,八千代北,八千代北,八千代北
と	名詞,一般,*,*,*,*,と,ト,ト
あのかまく	名詞,固有名詞,一般,*,*,*,あのかまく,アノカマク,アノカマク
バーグ	名詞,一般,*,*,*,*,バーグ,バーグ,バーグ
ミートローフ	名詞,一般,*,*,*,*,ミートローフ,ミートローフ,ミートローフ
でんでら	名詞,固有名詞,一般,*,*,*,でんでら,デンデラ,デンデラ
ニシメ	名詞,固有名詞,一般,*,*,*,ニシメ,ニシメ,ニシメ
エーデル	名詞,固有名詞,一般,*,*,*,エーデル,エーデル,エーデル
ささゆり	名詞,固有名詞,一般,*,*,*,ささゆり,ササユリ,ササユリ
ひゃっぴろ	名詞,一般,*,*,*,*,ひゃっぴろ,ヒャッピロ,ヒャッピロ
ワイナリー	名詞,固有名詞,一般,*,*,*,ワイナリー,ワイナリー,ワイナリー
フランスボルドー	名詞,固有名詞,地域,一般,*,*,フランスボルドー,フランスボルドー,フランスボルドー
染川	名詞,固有名詞,地域,一般,*,*,染川,染川,染川
はまころ	名詞,一般,*,*,*,*,はまころ,ハマコロ,ハマコロ
バンビ	名詞,固有名詞,一般,*,*,*,バンビ,バンビ,バンビ
タツマ	名詞,固有名詞,一般,*,*,*,タツマ,タツマ,タツマ
かあちゃん	名詞,一般,*,*,*,*,かあちゃん,カアチャン,カアチャン
エーゼル	名詞,固有名詞,一般,*,*,*,エーゼル,エーゼル,エーゼル
生徒会	名詞,一般,*,*,*,*,生徒会,生徒会,生徒会
織もん	名詞,一般,*,*,*,*,織もん,織モン,織モン
夕日ヶ浦	名詞,固有名詞,地域,一般,*,*,夕日ヶ浦,夕日ヶ浦,夕日ヶ浦
エフェクター	名詞,一般,*,*,*,*,エフェクター,エフェクター,エフェクター
ティアドロップ	名詞,一般,*,*,*,*,ティアドロップ,ティアドロップ,ティアドロップ
エリッククラプトン	名詞,固有名詞,人名,名,*,*,エリッククラプトン,エリッククラプトン,エリッククラプトン
BGM	名詞,固有名詞,一般,*,*,*,BGM,BGM,BGM
アーシング	名詞,一般,*,*,*,*,アーシング,アーシング,アーシング
windows	名詞,固有名詞,一般,*,*,*,windows,windows,windows
office	名詞,固有名詞,一般,*,*,*,office,office,office
Windows	名詞,固有名詞,一般,*,*,*,Windows,Windows,Windows
フォルダ	名詞,一般,*,*,*,*,フォルダ,フォルダ,フォルダ
リレーションシップ	名詞,一般,*,*,*,*,リレーションシップ,リレーションシップ,リレーションシップ
ペンティアム	名詞,固有名詞,一般,*,*,*,ペンティアム,ペンティアム,ペンティアム
ペンティア	名詞,固有名詞,一般,*,*,*,ペンティア,ペンティア,ペンティア
CPU	名詞,一般,*,*,*,*,CPU,CPU,CPU
DOS	名詞,固有名詞,一般,*,*,*,DOS,DOS,DOS
パーテーション	名詞,一般,*,*,*,*,パーテーション,パーテーション,パーテーション
FD	名詞,固有名詞,一般,*,*,*,FD,FD,FD
ペッコンペッコン	名詞,固有名詞,一般,*,*,*,ペッコンペッコン,ペッコンペッコン,ペッコンペッコン
Word	名詞,固有名詞,一般,*,*,*,Word,Word,Word
PowerPoint	名詞,固有名詞,一般,*,*,*,PowerPoint,PowerPoint,PowerPoint
Microsoft	名詞,固有名詞,一般,*,*,*,Microsoft,Microsoft,Microsoft
ビルゲイツ	名詞,固有名詞,人名,名,*,*,ビルゲイツ,ビルゲイツ,ビルゲイツ
Intel	名詞,固有名詞,一般,*,*,*,Intel,Intel,Intel
SEGA	名詞,固有名詞,一般,*,*,*,SEGA,SEGA,SEGA
Mac	名詞,固有名詞,一般,*,*,*,Mac,Mac,Mac
ドッキン	名詞,固有名詞,一般,*,*,*,ドッキン,ドッキン,ドッキン
ソーテック	名詞,固有名詞,一般,*,*,*,ソーテック,ソーテック,ソーテック
借りぱち	名詞,一般,*,*,*,*,借りぱち,借リパチ,借リパチ
ぽんぽこりん	名詞,固有名詞,一般,*,*,*,ぽんぽこりん,ポンポコリン,ポンポコリン
踊るぽんぽこりん	名詞,固有名詞,一般,*,*,*,踊るぽんぽこりん,踊ルポンポコリン,踊ルポンポコリン
BMG	名詞,固有名詞,一般,*,*,*,BMG,BMG,BMG
エアーレコード	名詞,固有名詞,一般,*,*,*,エアーレコード,エアーレコード,エアーレコード
OS	名詞,一般,*,*,*,*,OS,OS,OS
USB	名詞,一般,*,*,*,*,USB,USB,USB
バド	名詞,一般,*,*,*,*,バド,バド,バド
デュース	名詞,一般,*,*,*,*,デュース,デュース,デュース
BEAMS	名詞,固有名詞,一般,*,*,*,BEAMS,BEAMS,BEAMS
ジージャン	名詞,固有名詞,一般,*,*,*,ジージャン,ジージャン,ジージャン
二度手間	名詞,一般,*,*,*,*,二度手間,二度手間,二度手間
ヒカキン	名詞,固有名詞,一般,*,*,*,ヒカキン,ヒカキン,ヒカキン
セイキン	名詞,固有名詞,一般,*,*,*,セイキン,セイキン,セイキン
ほー	名詞,固有名詞,人名,名,*,*,ほー,ホー,ホー
ソニョーニョ	名詞,固有名詞,一般,*,*,*,ソニョーニョ,ソニョーニョ,ソニョーニョ
ソノーニョ	名詞,固有名詞,一般,*,*,*,ソノーニョ,ソノーニョ,ソノーニョ
レバナン	名詞,固有名詞,一般,*,*,*,レバナン,レバナン,レバナン
レヴェナント	名詞,固有名詞,一般,*,*,*,レヴェナント,レヴェナント,レヴェナント
ィカプリオ	名詞,固有名詞,一般,*,*,*,ィカプリオ,ィカプリオ,ィカプリオ
ディカプリオ	名詞,固有名詞,一般,*,*,*,ディカプリオ,ディカプリオ,ディカプリオ
としき	名詞,固有名詞,人名,名,*,*,としき,トシキ,トシキ
ソニョーニョ村	名詞,固有名詞,地域,一般,*,*,ソニョーニョ村,ソニョーニョ村,ソニョーニョ村
ソノーニョ村	名詞,固有名詞,地域,一般,*,*,ソノーニョ村,ソノーニョ村,ソノーニョ村
架純	名詞,固有名詞,人名,名,*,*,架純,架純,架純
ウォーキングデッド	名詞,固有名詞,一般,*,*,*,ウォーキングデッド,ウォーキングデッド,ウォーキングデッド
	名詞,固有名詞,一般,*,*,*,,,
バイオハザード	名詞,固有名詞,一般,*,*,*,バイオハザード,バイオハザード,バイオハザード
焼きなすのおひたし	名詞,固有名詞,一般,*,*,*,焼きなすのおひたし,焼キナスノオヒタシ,焼キナスノオヒタシ
頬っぺた	名詞,一般,*,*,*,*,頬っぺた,頬ッペタ,頬ッペタ
アシタカ	名詞,固有名詞,一般,*,*,*,アシタカ,アシタカ,アシタカ
ジコ坊	名詞,固有名詞,一般,*,*,*,ジコ坊,ジコ坊,ジコ坊
ゾイド	名詞,一般,*,*,*,*,ゾイド,ゾイド,ゾイド
ゾイドメカ	名詞,固有名詞,一般,*,*,*,ゾイドメカ,ゾイドメカ,ゾイドメカ
ニャンニャンリリー	名詞,固有名詞,一般,*,*,*,ニャンニャンリリー,ニャンニャンリリー,ニャンニャンリリー
ヘップ	名詞,固有名詞,一般,*,*,*,ヘップ,ヘップ,ヘップ
トートバッグ	名詞,一般,*,*,*,*,トートバッグ,トートバッグ,トートバッグ
リズリサ	名詞,固有名詞,一般,*,*,*,リズリサ,リズリサ,リズリサ
マークジェイコブス	名詞,固有名詞,一般,*,*,*,マークジェイコブス,マークジェイコブス,マークジェイコブス
コージーカフェ	名詞,固有名詞,一般,*,*,*,コージーカフェ,コージーカフェ,コージーカフェ
モリスパ	名詞,固有名詞,一般,*,*,*,モリスパ,モリスパ,モリスパ
クロックス	名詞,一般,*,*,*,*,クロックス,クロックス,クロックス
ズートピア	名詞,固有名詞,一般,*,*,*,ズートピア,ズートピア,ズートピア
レイトショー	名詞,一般,*,*,*,*,レイトショー,レイトショー,レイトショー
ルパンザサード	名詞,固有名詞,一般,*,*,*,ルパンザサード,ルパンザサード,ルパンザサード
みこ	名詞,固有名詞,人名,名,*,*,みこ,ミコ,ミコ
マークバイマークジェイコブス	名詞,固有名詞,一般,*,*,*,マークバイマークジェイコブス,マークバイマークジェイコブス,マークバイマークジェイコブス
むじゃらの	名詞,一般,*,*,*,*,むじゃらの,ムジャラノ,ムジャラノ
むじゃら	名詞,一般,*,*,*,*,むじゃら,ムジャラ,ムジャラ
担々麺	名詞,固有名詞,一般,*,*,*,担々麺,担々麺,担々麺
ぽん	名詞,固有名詞,人名,名,*,*,ぽん,ポン,ポン
りゅうちぇる	名詞,固有名詞,一般,*,*,*,りゅうちぇる,リュウチェル,リュウチェル
ごちそうパラダイス	名詞,固有名詞,一般,*,*,*,ごちそうパラダイス,ゴチソウパラダイス,ゴチソウパラダイス
ごちパラ	名詞,固有名詞,一般,*,*,*,ごちパラ,ゴチパラ,ゴチパラ
キットカット	名詞,固有名詞,一般,*,*,*,キットカット,キットカット,キットカット
リベロ	名詞,固有名詞,一般,*,*,*,リベロ,リベロ,リベロ
フローター	名詞,一般,*,*,*,*,フローター,フローター,フローター
ホールディング	名詞,一般,*,*,*,*,ホールディング,ホールディング,ホールディング
おぶ	名詞,固有名詞,一般,*,*,*,おぶ,オブ,オブ
Ai	名詞,固有名詞,一般,*,*,*,Ai,Ai,Ai
ライジングサン	名詞,固有名詞,一般,*,*,*,ライジングサン,ライジングサン,ライジングサン
GreeeeeN	名詞,固有名詞,一般,*,*,*,GreeeeeN,GreeeeeN,GreeeeeN
ダンテ	名詞,固有名詞,人名,名,*,*,ダンテ,ダンテ,ダンテ
神津	名詞,固有名詞,地域,一般,*,*,神津,神津,神津
シーブリーズ	名詞,固有名詞,一般,*,*,*,シーブリーズ,シーブリーズ,シーブリーズ
ハーレー	名詞,固有名詞,一般,*,*,*,ハーレー,ハーレー,ハーレー
ウィンカー	名詞,一般,*,*,*,*,ウィンカー,ウィンカー,ウィンカー
免停	名詞,一般,*,*,*,*,免停,免停,免停
ごんたくれ	名詞,一般,*,*,*,*,ごんたくれ,ゴンタクレ,ゴンタクレ
ファミチキ	名詞,固有名詞,一般,*,*,*,ファミチキ,ファミチキ,ファミチキ
免取	名詞,一般,*,*,*,*,免取,免取,免取
はみ禁	名詞,一般,*,*,*,*,はみ禁,ハミ禁,ハミ禁
バグラグ	名詞,固有名詞,一般,*,*,*,バグラグ,バグラグ,バグラグ
ミッドフィルダー	名詞,一般,*,*,*,*,ミッドフィルダー,ミッドフィルダー,ミッドフィルダー
ファミマ	名詞,固有名詞,一般,*,*,*,ファミマ,ファミマ,ファミマ
キャパ	名詞,固有名詞,一般,*,*,*,キャパ,キャパ,キャパ
デスボ	名詞,固有名詞,一般,*,*,*,デスボ,デスボ,デスボ
ユーチューブ	名詞,固有名詞,一般,*,*,*,ユーチューブ,ユーチューブ,ユーチューブ
X-JAPAN	名詞,固有名詞,一般,*,*,*,X-JAPAN,X-JAPAN,X-JAPAN
クエスチョン	名詞,一般,*,*,*,*,クエスチョン,クエスチョン,クエスチョン
副担	名詞,一般,*,*,*,*,副担,副担,副担
とんかつ	名詞,一般,*,*,*,*,とんかつ,トンカツ,トンカツ
しおじい	名詞,固有名詞,一般,*,*,*,しおじい,シオジイ,シオジイ
おりがみ	名詞,一般,*,*,*,*,おりがみ,オリガミ,オリガミ
四条烏丸	名詞,固有名詞,地域,一般,*,*,四条烏丸,四条烏丸,四条烏丸
イーフェルム	名詞,固有名詞,一般,*,*,*,イーフェルム,イーフェルム,イーフェルム
ダブィッチコード	名詞,固有名詞,一般,*,*,*,ダブィッチコード,ダブィッチコード,ダブィッチコード
ターミデール	名詞,固有名詞,地域,一般,*,*,ターミデール,ターミデール,ターミデール
マリーナベイサンズ	名詞,固有名詞,一般,*,*,*,マリーナベイサンズ,マリーナベイサンズ,マリーナベイサンズ
セントーサ	名詞,固有名詞,一般,*,*,*,セントーサ,セントーサ,セントーサ
チャウナタウン	名詞,固有名詞,一般,*,*,*,チャウナタウン,チャウナタウン,チャウナタウン
ナシゴレン	名詞,固有名詞,一般,*,*,*,ナシゴレン,ナシゴレン,ナシゴレン
フィギア	名詞,一般,*,*,*,*,フィギア,フィギア,フィギア
タレドロップハンドル	名詞,固有名詞,一般,*,*,*,タレドロップハンドル,タレドロップハンドル,タレドロップハンドル
